,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,101.99,43.55,51.25,111.62,120.1,338.39,5925.1,10187.52,16765.44,33780.23,30552.42,46085.18,76201.3,105176.0,90488.7,196804.63
f_1,68.19,103.56,52.09,96.44,120.41,324.7,5240.27,8610.14,15739.31,18135.82,26027.66,20581.65,66734.41,86428.91,79732.08,177468.69
d_1,45.83,53.06,112.36,69.48,118.86,361.45,6256.92,9420.52,27729.37,11608.27,30563.8,39716.22,65456.2,101149.67,122279.83,192319.59
c_1,36.68,36.9,47.09,175.13,164.33,268.43,4589.35,6961.64,6191.8,13676.93,21649.41,29715.46,50710.83,73423.73,93925.54,173887.24
b_1,35.6,36.38,42.25,51.02,222.1,477.15,4558.86,7259.33,12423.04,13359.08,9803.33,28419.21,36836.29,81149.6,92514.21,140863.62
a_1,25.21,27.26,25.74,52.51,49.76,544.96,3379.88,5418.62,11644.5,10543.73,15014.43,22351.85,28095.3,62172.82,55873.77,117957.28
h_1,11.61,17.77,14.96,26.27,25.84,94.36,2647.55,3597.61,5216.01,5125.89,6930.09,10686.04,19755.38,18698.57,33343.34,59392.66
g_1,10.93,10.52,16.85,23.85,24.38,75.52,1179.47,3969.03,4290.75,4733.7,5759.15,12137.0,14015.39,23564.01,35419.13,35913.95
c_0,9.31,11.49,10.28,16.98,23.6,53.6,1172.97,2138.92,5382.89,4341.46,9053.66,9236.79,14727.72,22226.29,28351.52,40668.05
d_0,7.98,8.66,7.06,33.08,22.69,55.82,1078.98,1983.3,2723.27,5677.37,5713.99,8083.77,12981.3,22325.29,23518.14,42348.38
b_0,7.84,9.48,9.95,17.66,15.06,43.18,1253.96,1952.44,2628.46,2937.1,7309.67,6454.82,23435.96,21686.08,23209.81,38022.02
f_0,6.07,6.52,8.75,15.28,19.09,53.38,1012.66,1422.78,2957.49,3227.78,5428.22,9339.3,12633.47,20225.65,41369.19,32294.27
a_0,5.91,6.95,7.47,12.32,17.48,31.08,805.85,1382.78,2473.74,2422.51,2857.73,5433.81,14840.72,15121.01,16778.78,20747.34
h_0,4.99,8.2,7.3,11.78,14.54,32.79,611.03,1360.95,2191.23,2344.14,2993.47,3766.76,8667.41,9131.63,16133.42,28106.73
e_0,3.26,7.85,5.3,9.91,12.92,48.41,718.9,869.9,1994.98,2034.82,2924.04,2774.93,7411.59,12177.54,23851.25,26265.86
g_0,3.8,4.43,6.94,8.7,13.08,27.1,589.12,880.97,1873.97,1481.37,2853.61,5230.03,8673.25,10076.85,9599.66,15449.97
