,d_1,e_1,f_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
d_1,11150.61,2782.72,3692.21,5199.73,9561.01,32008.59,3454246.65,7661707.99,18872990.49,7572118.8,24453639.22,25782479.59,104733558.64,105502373.11,105943684.71,202564487.57
e_1,2194.18,12326.56,3522.0,7546.7,10806.15,38903.79,2954823.44,6865619.01,9401576.99,28808701.67,18073103.19,26509302.3,117627372.83,101345084.05,39119168.41,169171901.08
f_1,2604.97,5557.39,13385.79,6302.06,9437.3,27897.26,2382890.77,6111502.59,9181966.79,13843522.91,19060681.91,11166299.09,111325755.48,68168952.35,63898202.08,114906113.94
c_1,2976.11,2820.13,3076.51,29313.35,18205.91,36278.7,3120158.62,6481473.28,3955731.21,14108246.58,12160366.62,23136248.54,98937177.6,62788063.02,65325727.96,173802876.13
b_1,3083.29,2623.34,3304.09,5904.57,53144.71,73755.48,3516114.28,7142694.22,8638584.57,12514593.07,9023349.53,22141308.04,81826760.86,53580940.83,112532075.73,177924034.03
a_1,3238.95,3210.13,3673.03,6008.75,7663.47,263480.31,3213836.42,8463303.05,9248767.33,18013744.17,17136058.13,27472936.0,139612022.73,50379134.4,114586051.04,189646219.03
h_1,3489.7,3222.42,5417.83,8256.89,12791.59,44930.58,8986731.11,11774346.85,11382965.83,18279489.61,22721438.0,27071732.47,79112165.12,78273992.1,125131959.48,285041745.74
g_1,5630.86,3012.17,2268.37,8359.46,11980.4,43531.37,3245074.97,26816624.48,12032550.9,14129781.1,20627529.97,44395222.86,122854000.42,117612379.21,140133575.08,146563068.92
c_0,4136.3,4010.47,3939.92,4622.65,10804.21,45261.75,3454836.49,9777365.49,22292797.57,19609065.98,44000540.71,30680743.01,146360002.56,130858536.69,123717268.17,219091811.73
d_0,1758.31,3852.96,4270.94,15837.62,11206.01,40601.59,3901954.1,9882709.64,8772967.57,35229209.54,18082198.22,28549249.95,130451306.63,97698677.48,124312335.2,231294697.51
b_0,4259.41,4009.55,4345.76,6838.07,6816.33,33494.63,4289213.62,9500361.39,13933619.58,18435251.91,46128785.83,27370379.98,159591219.96,247553510.31,109433207.83,248937738.37
f_0,3995.87,2676.14,2557.75,7609.44,12027.57,60515.02,4418086.97,11633556.92,13768979.8,18860816.13,23324415.52,61516460.32,168480397.78,109716141.73,287918469.03,218757032.91
h_0,4151.92,3732.04,6032.6,8296.18,12808.95,31589.56,2272126.24,11403942.24,12666790.03,17194937.62,15659720.81,23380464.97,81608264.84,116375800.45,83662994.22,267594029.39
a_0,4162.2,3948.49,4135.73,8635.28,10452.02,24615.33,4426235.76,10318766.02,14113333.1,20072067.52,23735997.42,32701008.8,152297971.23,254071079.42,112697159.46,193929427.49
e_0,4019.51,2209.99,4643.2,8929.68,11900.11,46736.94,4878548.47,9095527.19,12788543.13,17572381.78,23569842.42,30462219.2,172485616.54,116595975.93,303134489.1,236932771.57
g_0,5785.99,2841.42,3869.34,6958.19,9881.34,39742.3,3593573.65,7065275.59,13830066.67,16046209.01,20686297.87,46055974.26,126137440.67,123212968.69,112128828.88,196534096.23
