,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.23,0.89,0.79,0.79,0.63,0.41,0.39,0.42,0.4,0.36,0.33,0.26,0.31,0.3,0.34
e_1,0.81,1.0,1.07,0.92,0.89,0.83,0.53,0.65,0.46,0.46,0.4,0.45,0.34,0.33,0.45,0.32
c_1,1.13,0.94,1.0,1.05,1.27,0.71,0.48,0.3,0.39,0.33,0.37,0.33,0.37,0.32,0.27,0.3
d_1,1.26,1.08,0.96,1.0,0.84,0.78,0.5,0.47,0.4,0.55,0.48,0.35,0.4,0.38,0.26,0.28
b_1,1.27,1.13,0.79,1.19,1.0,1.17,0.65,0.47,0.44,0.46,0.43,0.42,0.42,0.33,0.31,0.38
a_1,1.59,1.21,1.43,1.28,0.86,1.0,0.8,0.63,0.66,0.63,0.63,0.66,0.49,0.51,0.48,0.4
h_1,2.41,1.91,2.06,2.02,1.63,1.26,1.0,0.91,1.02,0.78,0.86,0.67,0.65,0.63,0.73,0.72
d_0,2.35,1.55,3.37,2.09,2.12,1.7,1.11,1.0,1.28,0.84,0.95,0.85,0.94,0.82,0.8,0.72
g_1,2.39,2.24,2.5,2.53,2.28,1.48,1.0,0.82,1.0,0.87,0.92,1.07,0.72,0.83,0.71,0.72
c_0,2.45,2.27,2.76,1.75,2.06,1.64,1.23,1.18,1.14,1.0,1.52,0.96,1.06,0.91,0.8,0.78
b_0,2.83,2.49,2.76,2.05,2.38,1.58,1.21,1.09,1.03,0.65,1.0,0.92,0.9,1.43,0.85,0.81
f_0,2.99,2.29,2.97,2.74,2.42,1.52,1.5,1.21,0.9,1.04,1.06,1.0,1.11,1.15,1.45,0.6
h_0,3.9,2.87,2.49,2.59,2.39,1.99,1.51,1.1,1.41,0.97,1.15,0.93,1.0,0.9,0.9,1.08
a_0,3.11,3.12,3.03,2.69,2.89,2.06,1.57,1.23,1.15,1.12,0.71,0.93,1.09,1.0,0.96,1.01
e_0,3.31,2.74,3.9,3.57,3.21,1.93,1.44,1.17,1.47,1.29,1.26,0.65,1.14,1.05,1.01,0.84
g_0,2.86,3.17,3.29,3.75,2.71,2.27,1.36,1.35,1.41,1.33,1.22,1.65,0.93,0.98,1.17,1.0
