,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,5.68,3.76,2.1,1.89,2.05,1.65,8.39,10.69,6.98,10.7,10.55,7.33,14.15,11.19,9.03,16.68
e_1,2.43,6.05,2.82,1.93,1.99,2.25,8.23,18.4,8.21,10.13,10.81,12.24,15.97,9.82,9.59,15.25
c_1,2.12,2.13,6.56,2.15,4.15,2.1,7.52,9.63,7.42,5.65,8.45,9.81,15.34,10.55,8.41,15.76
d_1,2.25,2.23,1.81,6.93,2.04,2.48,8.03,7.12,9.56,18.35,13.09,9.87,17.91,11.42,10.47,15.97
b_1,2.23,1.88,2.22,2.45,7.7,4.33,8.6,8.49,7.75,9.01,6.2,10.97,15.82,8.04,10.35,17.34
a_1,2.24,1.94,2.44,2.56,2.04,10.82,9.54,10.52,9.26,9.77,10.4,12.27,16.42,6.47,14.3,15.34
h_1,3.23,2.34,2.42,2.57,2.31,2.1,16.89,10.5,11.19,10.68,12.29,10.5,12.68,11.95,13.89,21.91
d_0,2.4,2.15,4.48,1.7,2.44,2.33,7.77,17.47,9.49,8.74,13.14,11.59,19.73,12.68,14.85,17.12
g_1,2.37,2.18,2.47,3.61,2.46,2.15,8.56,9.09,22.53,10.47,11.4,17.77,18.81,12.78,15.19,13.32
c_0,2.59,2.38,1.88,2.77,1.97,2.09,9.72,11.91,10.23,19.54,24.32,12.1,20.64,18.22,15.81,19.47
b_0,2.61,2.52,2.87,2.48,1.82,1.78,9.64,12.76,9.08,10.88,20.91,12.92,20.84,26.36,15.46,17.88
f_0,1.96,2.09,2.74,2.7,2.85,2.31,9.74,12.72,10.06,10.26,11.88,23.97,24.02,15.51,32.05,16.13
h_0,3.43,2.66,2.16,2.73,2.24,2.15,6.81,10.17,12.51,9.54,12.21,11.54,12.53,10.96,14.26,22.12
a_0,2.66,2.81,2.74,2.64,2.41,1.63,8.45,12.15,9.54,12.56,9.4,11.63,20.53,26.84,14.51,20.2
e_0,2.28,1.68,2.83,3.14,2.64,2.46,9.28,9.32,11.87,12.65,13.69,11.06,20.51,12.86,28.38,17.79
g_0,2.22,2.19,2.58,3.99,2.72,2.3,8.48,10.74,7.11,10.64,10.9,18.16,16.96,10.78,17.0,13.75
