,f_1,e_1,c_1,d_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,e_0,a_0,g_0
f_1,12151.49,2188.44,1335.52,1547.97,2938.95,15908.25,1947829.59,3737152.47,5800561.89,6269083.53,1782369.46,12043517.06,31860711.72,29614561.65,46596559.14,71226054.29
e_1,1381.22,12213.08,1790.7,1463.52,2435.87,18440.91,1520230.05,2757680.76,8878925.63,6153241.16,8343916.83,12989341.88,32857532.23,11598074.9,46635836.94,99710294.8
c_1,1262.77,1107.0,15887.37,1518.74,5620.34,11260.63,1759757.05,3508646.26,4734110.31,1813235.1,7613270.14,7136837.46,41540771.95,53526047.07,42528183.53,118908605.32
d_1,1418.09,1136.72,1287.5,17935.62,2986.41,9889.78,1678122.61,3555266.2,1436368.01,13847141.73,7416242.42,13059058.68,41189854.1,39192823.91,38262020.85,112888514.87
b_1,1195.09,1170.99,1822.03,1417.86,35734.88,35114.27,1722547.26,2908724.22,4552412.7,5527568.51,6707735.19,2661863.88,30521634.05,43466872.69,41865884.34,87840231.22
a_1,1262.39,1410.25,1601.8,1630.77,2463.69,311760.6,1483751.2,3580348.87,4609191.85,4174085.37,8207423.35,15173516.27,30872079.99,61184818.89,11502707.16,71692614.27
h_1,2821.18,2052.72,2915.72,2945.52,4576.81,28359.65,10970192.12,7685443.5,7836445.37,9859485.3,13454014.6,19779231.22,19423323.62,83693326.41,60699403.22,207066461.64
g_1,1992.56,1650.29,2202.48,4875.9,4355.44,26526.66,2259867.21,29955079.84,8090602.72,10330861.29,20601183.43,26369253.11,43406608.71,65132226.56,90378413.44,68885373.35
d_0,2064.18,2303.22,5016.35,885.95,4543.64,33925.45,2962823.91,5928523.42,20986434.95,9709240.12,14606606.61,23529835.46,57664617.7,78505848.16,108553611.89,171182685.06
c_0,2951.68,2290.47,1286.49,3440.2,3160.8,26565.96,2630850.96,6176465.81,9590020.56,32071449.4,15829951.69,47946302.41,72961094.21,87148876.95,103302089.95,227544732.62
f_0,671.17,1929.05,3298.52,3865.81,5452.37,31679.91,2298577.9,5264528.8,10026953.64,12070527.32,40106666.67,28076976.17,66884477.37,168167790.53,62792913.25,165926653.32
b_0,2213.38,2355.03,2928.55,4208.26,1319.12,22457.56,2576715.56,6635960.67,9340270.77,10634105.12,10686907.02,73968292.54,76968119.88,64400982.4,214472948.47,176723007.14
h_0,2684.69,1766.36,2784.07,3436.27,4907.13,23909.36,1178757.9,8272830.96,9047890.83,10346166.27,12743111.11,23071003.67,35479937.81,89689488.28,113140384.23,249782058.76
e_0,2798.79,612.57,2721.2,3469.92,5283.31,22241.27,2686471.49,7433304.78,7537291.91,15149425.21,14817571.06,33913059.37,61326102.44,331832144.8,123665071.13,219907792.59
a_0,2344.92,2060.46,3257.72,4026.32,4100.07,11355.37,3135060.58,6101932.17,6894683.08,12056878.02,11617941.95,26876162.99,70590477.43,72607825.13,365392692.07,182181788.05
g_0,2086.96,2095.77,2308.98,4998.38,4963.86,25913.33,2268938.61,1793243.71,7025366.01,8970664.4,18645086.71,24344198.99,57368748.07,108694893.51,70630991.31,74253956.36
