,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,2.28,1.1,0.55,0.46,0.49,0.35,0.93,0.79,1.0,1.14,0.97,0.6,1.45,0.98,1.1,0.54
e_1,0.66,2.34,0.52,0.71,0.51,0.46,0.99,0.81,1.18,2.22,1.02,1.1,1.46,0.96,1.36,0.47
d_1,0.72,0.51,2.35,0.45,0.48,0.47,1.09,1.14,2.22,0.69,1.3,1.07,1.49,0.96,1.4,0.96
c_1,0.58,0.5,0.59,2.49,0.96,0.35,0.88,0.75,0.42,1.07,0.79,1.17,1.05,0.71,1.29,0.91
b_1,0.53,0.59,0.59,0.55,2.56,0.82,1.15,0.87,1.2,1.09,0.64,1.02,1.59,0.64,1.21,0.84
a_1,0.72,0.54,0.63,0.56,0.48,3.04,1.03,0.94,1.05,1.29,1.44,1.28,1.7,0.56,1.33,1.18
h_1,0.94,0.57,0.84,0.68,0.53,0.5,3.1,1.49,1.52,1.35,1.55,1.21,1.25,1.12,2.42,1.26
g_1,0.51,0.65,1.13,0.66,0.59,0.48,1.2,3.34,1.49,1.1,1.52,2.01,1.62,1.14,1.14,1.18
c_0,0.74,0.68,0.79,0.4,0.52,0.68,1.38,1.34,2.69,1.49,2.81,1.85,1.93,1.47,1.93,1.3
d_0,0.65,0.71,0.42,1.41,0.68,0.47,1.15,1.32,1.01,2.58,1.36,1.35,1.46,1.05,1.45,1.37
b_0,0.77,0.65,0.75,0.68,0.43,0.48,1.43,1.53,1.49,1.44,2.94,1.55,1.95,2.73,1.89,1.47
f_0,0.45,0.5,0.74,0.73,0.66,0.69,1.64,1.25,1.56,1.51,1.67,2.94,1.87,1.4,1.93,2.89
h_0,1.0,0.66,0.8,0.63,0.61,0.54,0.9,1.51,1.4,1.29,1.36,1.43,1.03,1.48,2.19,0.82
a_0,0.76,0.71,0.91,0.64,0.65,0.31,1.49,1.36,1.47,1.3,1.66,1.49,2.11,3.23,1.94,1.25
g_0,0.66,0.61,1.12,0.62,0.56,0.6,1.47,0.93,1.51,1.32,1.41,2.0,1.62,1.24,1.0,1.65
e_0,0.78,0.32,0.86,0.83,0.65,0.52,1.48,1.38,1.43,1.45,1.36,1.63,2.03,1.3,1.56,3.44
