,d_1,f_1,e_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,g_0,e_0
d_1,9182.66,3151.67,3227.78,5753.05,9962.09,32140.58,4384931.91,17405347.43,8983329.39,7467581.78,24059927.14,32245222.74,96989925.27,109554639.03,197175958.93,185333538.75
f_1,2180.4,12334.28,6618.7,6244.92,7238.92,34122.34,3764410.05,7664896.32,6487537.24,13179057.61,18981014.54,11494438.75,84014915.5,84398005.84,139921587.68,109274453.12
e_1,2312.27,3258.57,14668.35,8272.99,10064.34,35266.33,3265071.32,8044840.28,6620589.16,21920371.79,19176619.7,30806233.51,92234360.31,93091837.79,151212566.1,63897014.6
c_1,2592.62,2713.4,3260.87,33497.81,18373.42,30643.65,2525012.19,4080245.26,7000412.32,11834278.85,11046829.24,26032093.27,83589364.58,75473244.59,148277882.63,156978210.41
b_1,2643.27,2993.02,3169.74,5654.12,49560.4,74004.48,3564398.03,9114699.95,7264975.51,9879099.31,11605956.25,33599174.28,84160432.63,78353824.28,167749595.53,139738653.2
a_1,2486.54,3893.67,3374.97,7982.11,7875.27,255194.47,3574307.98,8776467.4,8702809.21,10994448.6,22430095.43,31651146.78,94562734.26,45996434.36,187395660.99,105528125.78
h_1,2944.6,4980.62,4428.99,10321.61,8326.39,35461.26,10642168.0,11004818.7,14440606.92,12231066.39,21223172.32,37517545.62,69628639.43,126618350.72,248775433.04,185193960.69
c_0,3244.56,3928.71,4108.47,6379.37,9791.41,44841.55,4853027.39,20799483.97,11317242.27,15306926.28,45232556.52,34252354.54,112782660.6,165052580.45,232281925.81,192573924.45
g_1,4663.44,3472.25,3599.35,8677.41,10150.04,36932.66,4447891.7,10061321.99,27652290.55,10410474.36,21030029.54,54470476.01,106255577.91,106857916.47,166441618.72,199905344.9
d_0,1734.85,3934.27,4596.55,17262.67,12526.26,36791.29,4006367.19,8009681.3,9520224.3,26884947.22,22578700.62,32981336.17,110233130.22,92368349.82,161923705.53,140280997.28
b_0,2855.94,4451.59,4184.17,9835.13,7866.14,39518.28,4801253.76,10721403.14,10438908.0,12922430.23,46959285.8,41218248.7,109633033.61,247185432.62,218080434.53,196325915.75
f_0,3555.28,2769.37,3121.52,10303.22,12909.34,39594.6,4448088.91,12586140.68,12434214.04,14936367.55,21703673.43,79361230.93,108881730.89,157628642.58,229686597.03,398661808.51
h_0,3206.12,5397.57,4501.94,9220.96,10583.5,36326.96,2946392.15,10866009.42,12447752.91,14454647.54,21981942.4,36933578.42,71913409.93,118452160.27,268162573.27,178465531.2
a_0,3698.74,4100.23,4485.68,9619.71,9988.13,23850.43,6063885.44,11106695.72,10186662.15,14433330.0,22146159.96,34954800.29,125596473.84,304838474.59,240474783.53,189933169.31
g_0,5131.5,3208.18,3613.74,8966.19,9805.47,35073.72,4232760.57,11951618.7,8416060.52,11860864.35,22264154.59,62083051.92,103944743.75,125501116.34,164004590.85,206636225.35
e_0,3115.72,4727.55,2641.96,9230.1,11577.22,52379.97,5507202.1,12684028.09,13746526.19,15348634.53,22888033.25,35468398.23,116515717.79,112260663.08,178709702.75,459493038.14
