,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.17,1.46,1.6,2.01,1.46,1.42,0.33,0.52,0.33,0.33,0.35,1.46,0.23,0.32,0.37,0.25
e_1,0.89,0.17,2.08,1.64,2.09,1.75,0.44,0.58,0.31,0.38,0.36,0.47,0.24,0.45,1.67,0.21
d_1,1.9,2.08,0.16,2.0,1.71,1.4,0.44,0.29,1.81,0.27,0.33,0.26,0.2,0.3,0.32,0.14
c_1,1.64,1.37,2.42,0.16,1.9,1.57,0.51,0.47,0.18,1.22,0.35,0.33,0.2,0.35,0.27,0.26
b_1,2.11,1.81,1.68,0.79,0.13,1.97,0.62,0.55,0.41,0.47,1.4,0.34,0.26,0.28,0.26,0.31
a_1,2.04,1.84,1.37,1.47,0.88,0.09,0.72,0.57,0.4,0.45,0.61,0.4,0.27,1.93,0.34,0.33
h_1,0.76,1.08,0.83,0.94,1.03,0.92,0.07,0.35,0.21,0.19,0.17,0.19,0.37,0.2,0.17,0.19
g_1,1.1,1.0,0.9,1.14,0.78,1.0,0.2,0.06,0.19,0.17,0.17,0.22,0.11,0.17,0.19,0.16
d_0,0.88,0.51,2.66,0.82,1.29,0.92,0.28,0.34,0.08,0.22,0.19,0.18,0.15,0.21,0.17,0.18
c_0,1.07,1.09,0.42,4.52,0.94,0.97,0.39,0.24,0.24,0.06,0.17,0.16,0.15,0.23,0.22,0.17
b_0,0.81,0.73,0.8,1.71,2.68,0.83,0.26,0.27,0.2,0.09,0.06,0.18,0.15,0.19,0.18,0.12
f_0,4.22,0.79,0.83,0.99,0.81,1.35,0.28,0.15,0.19,0.16,0.17,0.05,0.12,0.14,0.2,0.1
h_0,1.02,0.91,0.84,0.96,0.91,0.86,0.47,0.23,0.26,0.15,0.15,0.16,0.42,0.17,0.15,0.14
a_0,0.95,0.78,0.93,1.68,0.7,,0.21,0.29,0.24,0.18,0.08,0.15,0.12,0.05,0.11,0.1
e_0,2.0,1.84,0.74,1.01,0.68,1.32,0.23,0.18,0.18,0.13,0.21,0.07,0.13,0.16,0.04,0.13
g_0,0.76,1.29,0.86,1.03,1.0,1.13,0.17,0.49,0.21,0.18,0.16,0.16,0.09,0.15,0.17,
