,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.17,0.26,0.49,0.58,0.48,0.41,0.14,0.16,0.1,0.09,0.1,0.11,0.07,0.09,0.14,0.07
f_1,0.38,0.16,0.4,0.48,0.46,0.43,0.09,0.14,0.1,0.09,0.09,0.12,0.05,0.09,0.08,0.07
d_1,0.56,0.53,0.15,0.41,0.4,0.42,0.12,0.08,0.14,0.09,0.08,0.08,0.07,0.09,0.08,0.04
c_1,0.35,0.51,0.55,0.15,0.47,0.38,0.13,0.12,0.05,0.12,0.09,0.08,0.07,0.08,0.08,0.06
b_1,0.5,0.52,0.46,0.24,0.13,0.45,0.12,0.15,0.11,0.14,0.21,0.1,0.08,0.09,0.1,0.08
a_1,0.47,0.53,0.47,0.45,0.22,0.09,0.14,0.14,0.11,0.11,0.15,0.12,0.07,0.16,0.09,0.06
h_1,0.37,0.42,0.37,0.39,0.44,0.33,0.05,0.13,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.05
g_1,0.4,0.44,0.38,0.44,0.45,0.36,0.08,0.05,0.08,0.08,0.07,0.08,0.05,0.08,0.07,0.06
d_0,0.24,0.34,0.64,0.45,0.43,0.4,0.12,0.14,0.06,0.09,0.09,0.09,0.07,0.09,0.09,0.06
c_0,0.47,0.37,0.22,0.64,0.43,0.43,0.11,0.1,0.13,0.05,0.08,0.09,0.06,0.09,0.08,0.05
b_0,0.38,0.37,0.32,0.6,0.56,0.38,0.1,0.1,0.08,0.05,0.05,0.08,0.05,0.09,0.07,0.05
f_0,0.38,0.6,0.45,0.42,0.37,0.3,0.11,0.07,0.09,0.08,0.08,0.05,0.05,0.08,0.08,0.04
h_0,0.34,0.38,0.36,0.45,0.4,0.35,0.16,0.11,0.08,0.07,0.07,0.07,0.07,0.08,0.08,0.05
a_0,0.38,0.36,0.4,0.37,0.5,0.56,0.11,0.1,0.08,0.07,0.04,0.08,0.05,0.04,0.07,0.05
e_0,0.48,0.61,0.33,0.47,0.43,0.32,0.1,0.08,0.08,0.07,0.08,0.04,0.06,0.08,0.03,0.05
g_0,0.38,0.37,0.38,0.39,0.41,0.37,0.09,0.12,0.08,0.08,0.07,0.07,0.04,0.08,0.08,0.1
