,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.67,2.35,2.07,1.86,1.98,2.02,0.64,0.93,0.76,0.7,0.59,1.62,0.46,0.56,0.64,0.64
e_1,1.34,0.67,2.1,2.34,1.96,1.73,1.15,0.88,0.87,0.76,0.75,1.03,0.67,0.69,1.38,0.68
d_1,2.23,2.55,0.65,1.99,2.17,1.68,0.89,0.6,1.36,1.0,0.79,0.73,0.65,0.87,0.8,0.42
c_1,2.6,2.03,2.26,0.64,2.29,1.82,1.18,1.01,0.47,0.97,0.84,0.73,0.65,0.75,0.76,0.61
b_1,2.57,2.12,2.16,1.46,0.63,2.78,0.96,1.58,0.78,0.87,2.32,0.76,0.8,0.74,0.88,0.61
a_1,2.76,2.83,2.85,3.47,1.37,0.57,1.37,1.04,1.13,1.08,1.0,0.87,0.83,2.4,1.02,0.89
h_1,2.9,2.72,2.27,2.26,2.82,2.17,0.6,1.26,1.0,0.88,0.86,0.78,1.0,0.91,0.79,1.02
g_1,3.33,3.21,3.11,2.65,2.48,3.5,0.99,0.57,1.06,0.96,0.98,0.99,0.6,0.79,0.83,0.78
d_0,2.98,1.64,5.53,3.87,3.82,2.49,1.71,1.57,0.67,0.88,1.15,0.87,0.91,1.09,0.81,1.02
c_0,3.16,2.77,1.95,8.7,2.99,2.39,1.51,1.41,1.36,0.66,1.23,1.06,1.0,1.22,0.92,0.83
b_0,3.11,2.89,2.84,3.38,4.95,2.91,1.47,1.69,0.97,0.67,0.65,1.1,0.85,1.17,0.76,0.95
f_0,4.95,2.48,2.96,3.11,3.22,3.86,1.66,0.99,1.26,1.09,1.09,0.62,0.99,1.28,1.07,0.64
h_0,3.76,3.07,3.11,3.13,3.55,2.84,2.69,1.75,1.33,1.11,1.25,1.11,1.65,1.15,1.06,0.94
a_0,3.71,3.56,2.98,3.44,5.44,,1.61,1.72,1.24,1.06,0.74,1.07,1.02,0.59,1.15,1.07
e_0,4.15,4.53,3.55,3.4,3.2,2.75,1.73,1.43,1.5,1.22,1.35,0.71,1.05,1.61,0.58,1.24
g_0,3.79,3.4,4.04,4.05,3.99,2.7,1.22,2.7,1.4,1.28,1.28,1.39,0.97,1.45,1.09,1.93
