,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,5.57,2.39,1.12,1.07,1.24,1.07,4.67,4.96,3.91,6.05,6.14,1.91,8.27,5.67,4.97,9.79
e_1,1.46,5.91,1.52,1.15,1.1,1.34,5.09,12.42,4.87,7.47,6.35,7.55,8.48,5.82,4.92,8.6
c_1,1.22,1.3,6.45,1.28,2.42,1.16,3.95,5.31,3.73,2.01,5.73,6.08,8.45,5.84,5.37,8.75
d_1,1.44,1.15,1.1,6.79,1.15,1.34,4.51,3.42,5.83,10.58,7.4,5.35,10.74,6.92,5.39,10.62
b_1,1.41,1.11,1.25,1.43,7.56,2.47,5.07,4.63,4.15,4.58,1.88,6.97,9.03,4.32,4.9,10.95
a_1,1.29,1.08,1.41,1.39,1.35,10.66,5.1,6.57,4.79,6.23,5.94,8.23,9.36,2.75,8.46,7.12
h_1,2.19,1.48,1.6,1.66,1.32,1.28,15.67,7.13,7.67,7.45,9.44,6.71,6.94,7.15,8.73,13.34
d_0,1.45,1.33,3.3,0.88,1.3,1.6,5.46,14.93,6.62,6.57,9.14,7.91,12.93,8.43,9.22,9.89
g_1,1.34,1.39,1.69,2.51,1.78,1.19,4.95,5.64,20.55,5.51,7.62,13.84,11.7,8.61,8.34,6.55
c_0,1.53,1.48,1.12,1.96,1.3,1.27,6.86,7.8,6.74,16.8,16.28,7.29,13.85,9.63,9.27,10.41
b_0,1.85,1.61,1.94,1.69,0.78,1.1,6.83,8.06,6.03,6.49,17.91,8.67,14.19,16.96,10.5,11.27
f_0,0.88,1.36,1.96,1.8,1.73,1.08,6.3,8.51,6.84,6.65,7.98,20.99,15.54,12.48,22.68,9.59
h_0,2.44,1.66,1.47,1.7,1.49,1.58,4.47,6.38,7.92,6.33,8.64,7.54,5.8,8.05,9.93,15.63
a_0,1.6,1.66,1.99,1.64,1.66,0.68,6.11,8.07,6.02,7.65,5.72,8.97,13.59,23.27,9.4,12.32
e_0,1.28,0.81,1.97,2.47,1.82,1.57,5.4,6.97,7.59,9.38,7.67,7.28,15.22,8.08,25.33,9.69
g_0,1.4,1.45,1.75,2.5,1.53,1.49,5.93,6.27,4.33,7.13,6.86,13.51,10.48,7.36,8.9,6.98
