,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,109.05,12.64,14.18,14.87,20.18,91.68,1728.13,2377.33,7169.17,,7269.66,7055.8,17351.5,20851.21,26190.22,35125.12
f_1,11.93,109.54,25.74,18.64,27.15,100.79,1599.43,2992.61,3363.3,4320.07,6571.36,,13814.89,26866.42,15480.59,27864.69
e_1,11.6,10.6,130.56,17.76,20.1,58.2,2109.39,2477.85,3946.96,7978.26,7739.17,6370.13,16731.6,14898.55,,22984.14
c_1,11.91,9.23,12.96,142.81,32.77,54.06,1763.28,2199.3,,3737.54,6714.42,7836.71,17723.3,22486.64,24434.04,27290.18
b_1,10.67,8.71,14.39,13.78,184.25,99.8,1143.66,3107.84,3179.57,4640.69,,6268.59,11703.45,17591.23,17740.59,25628.39
a_1,6.96,7.15,7.86,10.53,10.38,546.57,818.45,1742.97,2877.71,2272.14,3136.48,3632.37,,13085.13,,15409.66
h_1,6.04,7.26,4.45,7.05,10.08,43.95,2842.59,2119.08,2106.77,2243.3,3463.68,3340.1,9815.49,,11415.93,16776.45
g_1,7.96,4.67,6.29,6.47,9.44,30.03,416.55,4832.48,1230.15,1376.81,3348.26,4088.19,6751.81,5770.95,9161.26,
c_0,4.29,6.42,6.17,,9.4,26.08,770.46,1552.27,4419.37,2556.67,4250.63,3386.41,6949.98,9001.01,9011.63,12407.34
d_0,,5.46,5.32,11.91,7.62,36.3,657.07,1322.69,1260.24,5233.48,2418.55,2786.99,5788.18,9771.12,9097.59,14462.38
b_0,4.29,4.47,3.15,5.18,,27.29,714.27,809.24,1352.07,2487.97,6984.84,2833.07,8810.66,9391.62,6345.25,11603.01
f_0,4.82,,5.74,4.95,8.53,30.02,583.14,913.06,1467.22,1778.22,2639.15,7042.27,6199.81,8105.54,11061.99,11908.39
a_0,2.84,3.7,4.39,4.32,7.18,,471.68,816.72,809.93,1434.84,1451.73,1681.6,14826.36,6821.47,6192.14,6976.79
h_0,4.39,4.46,5.82,4.61,7.55,29.53,,1673.8,1036.21,1462.16,1947.25,1803.28,5456.61,,4848.9,13070.09
e_0,2.68,4.02,,3.8,4.6,,469.15,801.62,1112.82,1249.52,1768.55,1576.41,4052.62,6230.68,17212.75,7373.57
g_0,3.45,2.83,4.84,5.92,6.0,22.42,449.98,,1231.36,1184.09,2021.2,2534.17,5682.21,6488.33,6267.39,
