,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,10215.81,2630.85,1320.67,1919.25,2708.1,11442.19,1590411.14,2568754.74,4107705.76,5957639.73,8067843.76,2707928.21,54633770.53,47726789.01,78323432.64,40154992.48
e_1,1110.97,13570.7,1264.61,2441.57,2822.54,13627.86,1616260.31,2278984.77,4839025.93,13770784.83,7266994.47,13571717.44,53181770.57,44717080.68,105493343.36,21942086.49
d_1,1369.83,1181.56,13715.09,1782.7,2721.91,10103.63,1618583.19,4067793.03,8800166.07,1698839.09,10935011.31,10663032.4,49306180.99,49464364.59,93535456.73,66369305.86
c_1,1133.72,1241.56,1569.46,24983.31,5310.93,9690.28,1493583.92,2179401.36,891549.67,6590489.87,7269019.87,14138644.8,28641275.17,33656148.0,99798179.91,67238142.63
b_1,929.55,1396.94,1374.41,2433.45,35416.54,21525.36,1836991.23,2338537.07,4681473.42,5560664.62,2508704.31,11963052.2,57595180.33,36467710.77,75262747.49,68892957.36
a_1,1251.04,1269.8,1286.84,2012.61,2699.23,227854.35,1669888.54,2619677.51,4022876.7,5929058.5,11268829.15,16025662.73,60873255.97,13377892.83,96897108.75,80410796.94
h_1,2529.31,1858.4,2807.68,3617.07,3809.34,21485.66,11375753.05,6394923.7,8516031.62,12219186.62,17319929.47,17153289.0,33616344.81,73444430.35,227320889.94,129692719.76
g_1,1423.96,2077.09,3538.7,4255.29,3977.62,18683.58,2477664.88,24750072.51,9089353.49,10028723.74,17378868.77,33130356.3,79275012.02,78327958.31,82776214.37,104452955.92
c_0,1974.78,2173.06,2491.41,1823.15,4885.11,30492.94,2948550.45,5568498.6,22508201.45,12823613.96,34604008.78,28072520.26,82937493.94,112297311.32,173200901.61,116253884.42
d_0,1931.0,2226.71,730.79,7708.93,4960.59,23270.1,2524820.44,6327880.14,6137129.32,30140089.08,15022503.94,23871344.7,80255795.85,67336777.06,147615357.13,135882040.26
b_0,2117.06,2037.47,2353.13,4633.65,1913.55,23888.81,2931867.28,7361681.93,8816697.71,12786183.68,49624176.2,26929713.13,76823342.23,183679748.12,180636255.55,185794474.2
f_0,505.37,2023.29,2510.43,4356.18,5737.43,31735.95,3740032.8,4679407.27,7967469.91,13965645.53,20086534.46,68672677.49,91586307.67,102018834.17,156531542.63,321462867.77
h_0,2470.69,1985.83,2453.0,3367.23,4985.19,22176.6,1102830.18,8348376.49,8625278.0,11546759.21,16160154.27,25999532.22,33210350.3,115599957.8,214048493.47,97978998.43
a_0,1748.12,2414.78,3091.76,3678.18,5338.79,7613.44,3384562.14,8010226.46,8186160.73,10090466.1,19383155.7,28907697.01,96739384.52,376139535.95,160987724.58,98794330.06
g_0,1613.46,1977.44,3540.78,3949.1,4356.33,28981.25,3202715.26,2910841.94,7462449.69,11572332.77,15236486.06,32125889.01,79753224.89,86537970.94,53499697.76,181204567.38
e_0,1903.85,579.47,2693.74,5395.62,4767.78,23367.36,3686060.49,5771116.74,7906098.52,13986419.31,17717167.1,28721158.13,107238347.9,102411554.69,96013272.79,555907367.77
