,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.13,4.43,5.51,4.41,4.99,4.84,0.94,1.0,1.7,0.9,1.0,2.36,0.54,0.95,1.0,0.72
e_1,2.72,1.13,6.11,6.45,5.91,4.89,1.5,1.18,1.89,1.54,1.11,1.29,0.85,1.04,3.79,1.04
c_1,6.72,4.15,1.13,7.01,5.24,5.19,1.66,0.68,1.59,2.07,1.14,0.98,0.92,1.0,1.05,0.71
d_1,6.1,7.71,6.51,1.11,6.79,4.89,1.4,3.16,0.9,1.04,1.13,0.98,0.67,0.9,0.95,0.56
b_1,7.0,6.62,3.26,7.56,1.13,7.57,2.58,1.46,2.11,1.88,5.02,1.62,1.01,1.86,1.11,1.0
a_1,11.93,11.19,8.53,11.89,4.62,1.14,3.75,2.31,3.52,2.22,4.38,2.09,1.64,7.34,2.61,1.38
h_1,16.76,17.92,19.46,17.94,17.44,18.29,1.8,3.96,6.22,3.9,3.91,4.11,5.1,3.38,3.65,3.35
d_0,22.48,11.05,22.51,31.17,19.84,19.62,7.6,2.28,5.87,3.85,3.86,3.98,3.31,4.69,3.55,4.09
g_1,28.8,24.17,25.45,21.41,25.69,16.97,4.88,5.69,1.85,4.99,4.72,4.63,2.67,4.86,4.85,6.21
c_0,29.73,24.84,73.53,10.96,29.06,24.47,7.13,6.37,5.82,2.24,3.97,5.1,4.07,5.81,4.51,3.78
b_0,25.78,25.37,39.39,17.26,68.5,35.55,7.9,5.32,7.29,2.85,2.21,6.16,4.4,6.17,4.45,4.64
f_0,55.03,28.59,31.22,30.58,22.83,26.54,8.67,7.76,4.17,6.24,6.07,2.36,4.35,5.64,6.38,2.78
h_0,32.06,35.66,31.22,27.92,33.45,26.54,16.79,8.1,10.57,5.67,6.34,5.87,8.07,6.59,6.18,4.19
a_0,39.65,38.32,34.47,32.77,44.95,67.29,11.51,7.93,12.94,7.17,4.31,8.15,5.69,2.68,7.66,4.58
e_0,53.43,75.04,34.47,31.79,35.09,36.23,11.85,9.31,9.61,6.57,7.17,3.69,4.93,7.2,2.57,5.44
g_0,44.96,39.15,42.42,41.7,44.95,47.1,8.22,9.09,19.21,9.04,8.36,8.02,4.48,7.94,8.51,9.94
