,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.89,0.23,0.12,0.22,0.17,0.1,0.2,0.14,0.32,0.16,0.14,0.15,0.17,0.1,0.04,0.12
f_1,0.37,0.89,0.17,0.17,0.11,0.1,0.14,0.11,0.13,0.16,0.04,0.14,0.16,0.09,0.08,0.1
d_1,0.19,0.21,0.89,0.15,0.17,0.11,0.17,0.15,0.06,0.3,0.14,0.16,0.18,0.1,0.1,0.12
c_1,0.16,0.18,0.19,0.89,0.3,0.09,0.17,0.11,0.17,0.04,0.14,0.11,0.16,0.1,0.09,0.14
b_1,0.18,0.16,0.2,0.14,0.88,0.22,0.13,0.15,0.15,0.15,0.19,0.05,0.16,0.08,0.1,0.13
a_1,0.18,0.2,0.21,0.16,0.15,0.88,0.18,0.15,0.15,0.16,0.14,0.14,0.17,0.03,0.13,0.12
h_1,0.21,0.33,0.23,0.21,0.2,0.13,0.56,0.22,0.2,0.15,0.13,0.16,0.09,0.1,0.13,0.21
g_1,0.2,0.19,0.32,0.24,0.22,0.11,0.22,0.55,0.14,0.18,0.26,0.15,0.16,0.12,0.1,0.07
d_0,0.23,0.26,0.11,0.42,0.18,0.13,0.2,0.18,0.42,0.16,0.16,0.17,0.2,0.11,0.11,0.15
c_0,0.28,0.26,0.24,0.13,0.15,0.15,0.23,0.16,0.19,0.38,0.16,0.35,0.19,0.15,0.1,0.15
f_0,0.16,0.14,0.24,0.24,0.27,0.15,0.24,0.19,0.2,0.14,0.42,0.14,0.23,0.12,0.26,0.21
b_0,0.22,0.26,0.24,0.26,0.14,0.09,0.18,0.18,0.22,0.22,0.19,0.43,0.22,0.27,0.12,0.16
h_0,0.22,0.31,0.25,0.19,0.19,0.13,0.1,0.27,0.23,0.18,0.18,0.18,0.1,0.15,0.12,0.2
a_0,0.25,0.23,0.22,0.23,0.24,0.04,0.21,0.21,0.18,0.2,0.21,0.15,0.21,0.4,0.12,0.22
e_0,0.11,0.28,0.3,0.2,0.2,0.14,0.26,0.18,0.18,0.23,0.16,0.17,0.26,0.13,0.36,0.15
g_0,0.18,0.21,0.41,0.2,0.2,0.15,0.19,0.12,0.15,0.18,0.3,0.16,0.2,0.09,0.18,0.1
