,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.43,1.1,1.13,1.44,1.28,1.26,2.48,2.58,2.67,4.34,2.86,3.14,3.52,2.73,2.26,3.62
f_1,1.87,2.46,1.18,1.19,1.01,1.13,2.04,2.14,2.54,2.4,2.6,1.79,2.84,2.47,2.03,2.88
d_1,1.23,1.39,2.47,1.04,1.07,1.09,2.67,2.26,4.01,2.0,3.09,2.88,3.26,2.77,2.92,3.15
c_1,1.14,1.23,1.08,2.59,2.19,0.9,2.04,2.33,1.62,2.35,2.32,2.54,3.24,2.84,2.62,3.09
b_1,1.08,1.34,1.26,1.03,2.82,2.41,2.25,2.34,2.7,2.25,1.77,2.4,3.12,2.35,2.78,3.12
a_1,1.19,1.21,1.45,1.57,0.85,3.5,2.73,2.11,2.43,3.06,2.64,2.73,4.33,1.82,2.85,3.81
h_1,1.29,1.74,1.36,1.42,1.23,1.17,3.98,3.14,2.71,2.51,2.78,2.44,2.66,3.29,3.01,4.66
g_1,1.06,1.19,2.04,1.19,1.26,1.32,2.56,4.43,2.9,2.17,2.46,4.37,3.58,3.01,2.96,2.87
c_0,1.46,1.49,1.3,1.24,1.08,1.41,2.67,2.69,3.96,2.93,4.65,3.11,3.97,3.52,3.21,3.98
d_0,1.11,1.32,0.89,2.28,1.54,1.12,2.62,2.74,2.4,4.01,2.58,3.02,3.6,3.52,3.13,3.86
b_0,1.46,1.47,1.3,1.42,1.01,1.05,2.82,2.66,2.48,3.31,4.19,3.27,4.21,5.53,3.6,3.64
f_0,1.01,1.24,1.43,1.56,1.31,1.27,2.87,2.52,2.95,3.25,3.13,4.4,4.11,3.57,6.14,3.04
h_0,1.29,1.92,1.46,1.23,1.17,1.14,2.21,2.94,2.82,2.94,2.54,3.06,3.06,3.33,3.13,4.79
a_0,1.42,1.35,1.63,1.35,1.5,1.09,2.56,2.68,3.03,2.54,2.55,2.73,3.75,4.78,2.6,3.63
e_0,1.01,1.66,1.47,1.66,1.37,1.24,2.74,2.65,2.64,2.97,3.25,2.6,3.77,3.84,5.13,3.75
g_0,1.3,1.38,1.89,1.27,1.19,1.22,2.61,2.34,2.81,2.62,2.99,4.22,2.99,3.36,3.22,3.1
