,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.8,0.82,1.08,0.94,0.69,0.52,0.46,0.58,0.4,0.38,0.42,0.36,0.31,0.31,0.3
f_1,1.25,1.0,0.84,0.98,0.91,0.58,0.4,0.41,0.43,0.37,0.38,0.34,0.3,0.28,0.21,0.33
d_1,1.2,1.23,1.0,0.85,0.8,0.7,0.53,0.38,0.47,0.58,0.45,0.38,0.38,0.38,0.36,0.26
c_1,0.93,1.02,1.17,1.0,1.19,0.72,0.54,0.44,0.34,0.35,0.37,0.45,0.36,0.37,0.39,0.33
b_1,1.06,1.11,1.26,0.85,1.0,1.12,0.56,0.6,0.43,0.49,0.46,0.47,0.37,0.36,0.34,0.37
a_1,1.43,1.68,1.42,1.38,0.91,1.0,0.73,0.61,0.66,0.67,0.63,0.58,0.61,0.46,0.45,0.5
h_1,1.93,2.48,1.91,1.84,1.72,1.38,1.0,1.09,0.73,0.76,0.78,0.78,0.68,0.7,0.62,0.7
g_1,2.09,2.53,2.68,2.15,1.66,1.6,0.93,1.0,0.87,0.92,0.89,1.06,0.68,0.71,0.83,0.66
d_0,1.79,2.32,2.18,2.94,2.31,1.49,1.37,1.14,1.0,0.79,0.96,0.9,0.76,0.9,0.74,0.75
c_0,2.5,2.82,1.71,2.73,1.96,1.55,1.3,1.05,1.19,1.0,1.3,0.91,0.87,0.9,0.82,0.76
b_0,2.62,2.76,2.15,2.54,2.05,1.7,1.26,1.12,1.09,0.75,1.0,0.82,0.9,1.26,0.69,0.83
f_0,2.38,2.77,2.59,2.19,2.27,1.64,1.28,0.91,1.08,1.15,1.24,1.0,0.95,0.94,1.18,0.72
h_0,2.89,3.3,2.72,2.72,2.68,1.62,1.41,1.42,1.26,1.12,1.06,1.01,1.0,0.77,0.8,1.05
a_0,3.2,3.54,2.75,2.67,2.61,2.24,1.43,1.38,1.17,1.18,0.83,1.02,1.25,1.0,0.95,0.92
e_0,3.11,4.85,2.85,2.49,2.93,2.27,1.58,1.3,1.27,1.22,1.4,0.85,1.23,0.95,1.0,0.92
g_0,3.25,3.06,3.78,3.16,2.73,2.01,1.46,1.47,1.34,1.32,1.28,1.36,0.92,1.08,1.1,1.0
