,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.07,3.7,3.29,3.01,3.22,3.24,0.94,0.84,1.26,0.78,0.83,1.94,0.57,0.79,0.81,0.81
e_1,2.17,1.07,3.45,3.74,3.44,3.39,1.37,0.99,1.31,1.14,0.89,1.04,0.9,0.84,1.85,0.87
d_1,3.99,4.16,1.07,2.88,3.59,2.79,1.28,1.14,0.78,3.02,0.97,1.05,0.77,0.95,1.03,0.49
c_1,3.62,3.33,4.64,1.07,3.95,2.55,1.37,1.6,1.33,0.64,1.03,0.96,0.9,0.84,0.78,0.73
b_1,3.86,3.88,3.76,2.42,1.07,4.71,1.29,1.19,1.69,1.12,2.12,0.95,0.9,1.04,0.91,0.91
a_1,4.99,5.64,5.2,7.13,2.8,1.07,2.01,1.99,2.08,1.47,1.99,1.4,1.3,3.98,1.74,1.14
h_1,8.25,6.66,6.6,8.94,6.98,5.36,1.39,2.1,2.78,2.51,2.98,2.21,2.45,1.89,1.51,1.45
c_0,11.28,8.0,5.23,20.56,8.63,5.51,3.79,1.6,2.79,2.62,3.1,2.56,1.74,2.34,2.48,1.83
g_1,8.98,8.41,10.13,9.31,7.8,6.63,3.21,3.48,1.38,2.87,2.13,2.92,1.69,2.81,2.09,4.11
d_0,11.72,5.65,10.3,11.92,9.77,7.91,3.71,2.67,3.7,1.69,2.41,2.15,1.74,2.19,2.01,2.03
b_0,11.41,9.24,8.18,11.39,15.18,7.33,3.49,1.83,4.34,3.09,1.66,3.1,2.21,3.3,2.57,3.16
f_0,20.48,9.47,8.23,8.62,9.55,10.2,4.17,3.01,2.54,3.77,3.01,1.61,2.57,2.59,3.53,1.43
h_0,13.88,9.93,12.26,13.1,11.29,8.79,8.06,4.31,4.64,4.12,3.72,3.44,4.17,3.9,3.45,3.65
a_0,14.6,12.18,11.7,12.68,15.61,,5.13,3.57,4.19,3.53,1.95,3.46,2.62,1.64,2.99,2.92
e_0,16.28,23.5,11.28,14.17,13.09,11.2,5.87,3.71,5.18,5.18,3.59,1.95,3.0,3.23,1.62,3.64
g_0,16.46,14.08,15.3,14.25,12.16,10.53,4.52,4.75,,3.92,3.37,4.73,2.3,3.75,2.77,4.4
