,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.24,0.43,0.21,0.25,0.19,0.15,0.41,0.36,0.4,0.42,0.46,0.1,0.53,0.33,0.33,0.42
e_1,0.23,2.25,0.22,0.19,0.21,0.14,0.5,0.29,0.9,0.47,0.45,0.55,0.67,0.34,0.1,0.49
d_1,0.21,0.22,2.35,0.19,0.21,0.17,0.36,0.38,0.09,0.91,0.51,0.48,0.62,0.44,0.38,0.63
c_1,0.29,0.25,0.17,2.4,0.42,0.11,0.34,0.36,0.38,0.05,0.28,0.42,0.54,0.41,0.34,0.41
b_1,0.23,0.19,0.21,0.22,2.61,0.35,0.6,0.32,0.57,0.46,0.1,0.37,0.42,0.28,0.36,0.47
a_1,0.27,0.23,0.2,0.27,0.13,3.12,0.47,0.36,0.41,0.44,0.4,0.4,0.48,0.11,0.39,0.43
h_1,0.58,0.34,0.43,0.29,0.33,0.28,2.72,1.1,0.85,0.78,0.73,0.69,0.5,0.58,0.69,1.07
g_1,0.42,0.3,0.7,0.38,0.25,0.28,0.56,2.98,0.6,0.8,0.95,1.04,0.97,0.58,0.63,0.49
d_0,0.45,0.32,0.11,0.78,0.31,0.32,0.71,0.67,2.24,0.72,0.74,0.78,1.02,0.69,0.77,0.89
c_0,0.44,0.37,0.49,0.17,0.29,0.27,0.77,0.95,0.93,2.33,1.8,0.89,1.44,0.89,0.73,1.16
b_0,0.5,0.42,0.49,0.38,0.07,0.21,0.74,0.74,0.9,0.83,2.57,0.86,1.2,1.42,0.77,0.79
f_0,0.19,0.34,0.56,0.47,0.27,0.28,0.72,0.64,1.15,0.91,0.91,2.51,1.05,0.83,1.44,1.18
h_0,0.56,0.36,0.49,0.46,0.23,0.23,0.15,0.86,0.85,0.77,0.88,0.6,0.44,0.83,0.53,1.02
a_0,0.44,0.37,0.5,0.41,0.27,0.11,0.73,0.82,0.76,0.66,1.0,0.97,1.06,2.69,0.96,0.96
e_0,0.45,0.14,0.39,0.41,0.36,0.33,0.69,0.89,1.15,1.17,1.09,0.89,1.28,0.91,2.9,0.92
g_0,0.32,0.34,0.7,0.38,0.27,0.3,0.67,0.31,0.75,0.77,0.85,1.26,0.84,0.81,0.81,0.46
