,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,e_0,a_0,g_0
f_1,1.0,1.3,0.94,0.88,0.94,0.91,0.88,1.01,0.97,1.03,0.88,0.9,0.78,0.8,0.9,1.13
e_1,0.77,1.0,1.32,0.95,0.9,1.06,1.05,1.36,0.95,1.07,1.12,1.14,1.16,1.13,1.11,1.09
c_1,1.07,0.76,1.0,1.07,1.44,1.02,1.1,0.7,0.86,0.87,0.74,0.93,1.0,1.06,0.86,0.92
d_1,1.13,1.05,0.94,1.0,0.97,0.81,0.92,1.03,1.26,0.82,1.07,0.93,1.12,0.85,0.98,0.8
b_1,1.06,1.11,0.7,1.04,1.0,1.45,1.01,0.94,1.04,1.01,1.01,1.02,1.11,0.98,0.86,1.04
a_1,1.09,0.93,0.98,1.23,0.69,1.0,1.23,1.12,1.1,1.22,1.45,1.09,0.96,1.15,1.63,1.09
h_1,1.1,1.01,0.96,1.08,0.95,0.79,1.0,0.93,0.89,1.2,0.92,1.02,0.96,1.03,1.12,1.23
d_0,0.96,0.74,1.4,0.92,1.17,0.87,1.04,1.0,0.91,1.1,1.02,1.04,1.02,1.11,0.89,1.23
c_0,1.06,0.97,1.21,0.77,0.93,0.91,1.11,1.12,1.0,1.13,1.44,1.08,1.0,1.0,1.07,1.07
g_1,0.97,0.91,1.14,1.21,0.99,0.88,0.83,0.91,0.89,1.0,0.93,1.14,0.84,1.09,1.05,0.76
b_0,1.1,0.91,1.34,0.86,1.17,0.69,1.08,1.0,0.71,1.1,1.0,0.9,1.06,1.07,1.48,1.0
f_0,1.12,0.9,1.06,1.07,0.98,0.92,0.99,0.99,0.91,0.83,1.05,1.0,1.02,1.44,1.08,0.8
h_0,1.21,0.87,1.02,0.92,0.92,0.96,1.05,1.01,0.98,1.17,1.0,0.96,1.0,0.94,0.9,1.23
e_0,1.3,0.88,0.94,1.16,0.99,0.88,1.04,0.87,1.01,0.91,0.92,0.75,1.03,1.0,1.04,1.1
a_0,1.1,0.93,1.16,1.08,1.23,0.68,0.97,1.14,0.9,0.95,0.65,0.92,1.13,1.12,1.0,0.97
g_0,0.88,0.95,1.04,1.3,0.9,0.94,0.82,0.84,0.95,1.27,0.98,1.21,0.8,0.95,1.03,1.0
