,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.07,2.19,3.7,3.34,3.35,2.67,1.4,1.06,1.07,0.75,0.86,1.07,0.84,0.79,1.86,0.85
f_1,3.69,1.07,2.83,3.49,3.62,2.67,0.88,1.02,1.2,0.91,1.1,1.52,0.53,1.0,0.73,0.75
c_1,2.98,4.08,1.07,5.02,3.73,2.35,1.13,0.67,1.34,1.82,0.85,1.09,0.79,0.84,0.8,0.64
d_1,3.75,3.35,3.42,1.06,3.48,3.35,1.28,2.57,0.96,1.24,0.95,1.05,0.83,0.83,0.97,0.59
b_1,4.36,3.93,2.35,3.67,1.07,4.64,1.67,1.28,1.59,1.52,2.69,1.01,1.11,1.04,1.2,1.05
a_1,6.47,6.05,6.5,5.19,2.64,1.07,1.94,1.59,1.87,1.23,2.31,1.39,1.35,3.27,1.27,1.36
h_1,7.55,9.66,7.82,7.72,6.78,6.07,1.39,1.79,3.49,2.22,2.05,1.72,2.45,2.32,1.63,2.3
d_0,5.3,9.0,10.7,13.76,8.44,8.41,4.49,1.62,3.28,2.41,2.56,2.38,2.23,1.97,2.33,1.76
g_1,9.6,8.92,9.61,7.71,8.43,9.26,2.55,3.03,1.38,2.72,2.71,2.44,1.56,2.48,2.59,2.61
c_0,10.08,10.32,21.83,5.27,8.98,9.07,3.87,3.85,3.27,1.65,3.17,2.29,2.04,2.26,1.97,2.45
b_0,8.83,9.36,13.74,8.59,15.83,6.13,3.88,2.74,3.31,1.72,1.61,2.48,2.12,3.15,2.36,1.79
f_0,9.21,18.09,10.59,9.69,10.26,9.19,5.26,3.23,2.71,3.65,2.75,1.63,2.39,3.68,3.39,1.69
h_0,11.14,14.57,13.15,10.92,10.19,10.19,6.41,3.65,5.2,3.56,3.58,3.57,3.64,2.9,2.64,2.19
a_0,12.83,12.86,13.55,11.48,13.54,,4.57,5.06,4.27,3.26,2.41,3.11,2.9,1.67,3.4,2.42
e_0,17.96,17.59,12.27,11.3,11.0,9.96,4.78,4.12,3.95,4.37,3.57,1.97,3.04,2.41,1.66,2.61
g_0,13.94,12.81,14.11,15.86,12.16,10.45,3.84,5.6,6.79,3.91,3.97,4.05,2.66,3.96,3.55,4.04
