,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
f_1,0.41,0.63,0.53,0.61,0.55,0.53,0.27,0.36,0.25,0.28,0.26,0.27,0.27,0.2,0.22,0.24
e_1,0.43,0.4,0.61,0.67,0.62,0.61,0.33,0.36,0.26,0.35,0.28,0.31,0.28,0.24,0.31,0.25
d_1,0.67,0.61,0.4,0.58,0.56,0.51,0.29,0.24,0.3,0.31,0.3,0.25,0.24,0.21,0.27,0.17
c_1,0.59,0.5,0.64,0.38,0.71,0.55,0.31,0.32,0.29,0.18,0.24,0.27,0.24,0.23,0.26,0.23
b_1,0.61,0.61,0.65,0.41,0.36,0.66,0.33,0.32,0.32,0.26,0.31,0.29,0.24,0.22,0.27,0.22
a_1,0.69,0.6,0.64,0.57,0.36,0.3,0.34,0.32,0.28,0.29,0.36,0.28,0.34,0.24,0.33,0.24
h_1,0.62,0.55,0.57,0.55,0.53,0.52,0.23,0.32,0.25,0.25,0.25,0.26,0.26,0.25,0.23,0.24
g_1,0.56,0.55,0.64,0.55,0.53,0.54,0.27,0.21,0.28,0.26,0.25,0.26,0.23,0.18,0.26,0.26
c_0,0.61,0.58,0.42,0.7,0.54,0.54,0.36,0.28,0.22,0.36,0.32,0.26,0.27,0.21,0.28,0.23
d_0,0.5,0.38,0.75,0.73,0.63,0.59,0.33,0.34,0.22,0.22,0.24,0.27,0.25,0.22,0.29,0.24
b_0,0.55,0.55,0.47,0.71,0.66,0.55,0.32,0.31,0.17,0.28,0.21,0.23,0.29,0.22,0.27,0.21
f_0,0.69,0.53,0.59,0.52,0.54,0.52,0.3,0.24,0.25,0.26,0.26,0.2,0.25,0.21,0.27,0.16
a_0,0.56,0.55,0.57,0.59,0.64,0.55,0.27,0.3,0.21,0.27,0.16,0.27,0.19,0.23,0.24,0.21
h_0,0.61,0.57,0.57,0.55,0.57,0.49,0.31,0.3,0.25,0.25,0.23,0.24,0.22,0.25,0.22,0.22
e_0,0.73,0.66,0.58,0.54,0.54,0.43,0.31,0.25,0.26,0.24,0.24,0.17,0.24,0.23,0.17,0.18
g_0,0.55,0.55,0.62,0.56,0.59,0.49,0.25,0.29,0.25,0.24,0.24,0.26,0.24,0.18,0.25,0.23
