,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.83,1.25,1.46,1.63,4.02,24.16,26.82,39.33,29.89,38.18,49.38,71.48,103.06,82.01,135.84
f_1,1.2,1.0,1.16,1.35,1.67,4.22,19.24,30.02,26.28,23.94,37.91,32.5,56.55,65.79,79.88,132.3
d_1,0.8,0.86,1.0,1.16,1.35,3.8,18.19,20.12,22.91,36.43,35.94,36.05,53.52,58.76,81.05,76.43
c_1,0.69,0.74,0.86,1.0,1.7,3.42,16.87,20.04,14.21,19.13,24.34,29.98,47.43,53.63,67.95,78.38
b_1,0.61,0.6,0.74,0.59,1.0,3.79,12.61,14.72,15.8,19.11,25.6,26.89,38.37,34.81,43.52,69.32
a_1,0.25,0.24,0.26,0.29,0.26,1.0,7.09,6.23,7.14,7.18,9.41,13.43,15.38,17.52,23.64,24.71
h_1,0.04,0.05,0.06,0.06,0.08,0.14,1.0,1.32,0.99,1.09,1.79,2.01,2.62,2.29,3.67,6.0
g_1,0.04,0.03,0.05,0.05,0.07,0.17,0.75,1.0,1.08,1.04,1.84,2.19,2.52,2.84,3.73,5.94
d_0,0.02,0.04,0.04,0.07,0.07,0.14,1.02,0.98,1.0,0.77,1.42,1.67,2.53,3.08,2.97,4.77
c_0,0.03,0.04,0.03,0.05,0.05,0.13,0.92,1.02,1.27,1.0,2.02,1.58,2.48,3.41,3.22,4.84
b_0,0.02,0.03,0.03,0.04,0.04,0.11,0.57,0.55,0.72,0.46,1.0,1.06,1.8,2.6,2.29,3.47
f_0,0.02,0.03,0.03,0.03,0.04,0.07,0.49,0.48,0.62,0.62,0.97,1.0,1.5,1.83,2.8,1.98
h_0,0.01,0.02,0.02,0.02,0.03,0.06,0.41,0.39,0.41,0.39,0.55,0.62,1.02,1.26,1.37,2.52
a_0,0.01,0.02,0.02,0.02,0.03,,0.44,0.34,0.32,0.3,0.4,0.53,0.78,1.0,1.46,1.43
e_0,0.01,0.01,0.01,0.02,0.02,0.04,0.28,0.29,0.33,0.31,0.42,0.34,0.73,0.69,1.0,1.56
g_0,0.01,0.01,0.01,0.01,0.01,0.04,0.17,0.17,0.2,0.21,0.29,0.5,0.41,0.68,0.68,1.03
