,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.45,20.41,30.22,42.81,30.71,36.9,9.06,13.93,6.54,6.89,6.75,5.91,4.74,6.46,,3.9
f_1,41.71,0.44,30.27,33.51,30.05,34.46,5.64,11.85,7.07,6.92,6.81,,3.06,5.42,9.29,5.37
d_1,39.21,37.54,0.43,40.53,34.7,34.94,10.01,5.73,,6.88,7.01,5.59,4.49,7.72,7.57,3.18
c_1,32.14,29.35,45.45,0.41,34.44,33.55,9.94,14.9,3.9,,7.73,5.83,5.27,9.4,9.86,5.78
b_1,45.83,42.37,31.96,17.69,0.4,57.17,11.69,9.13,7.6,12.19,,7.36,5.33,,9.6,3.24
a_1,40.76,40.59,45.24,41.73,27.69,0.33,15.45,14.55,6.92,12.76,9.87,10.94,8.18,,,
h_1,22.59,18.03,23.37,16.99,16.1,16.47,0.37,4.65,4.01,3.06,4.13,3.09,,2.9,3.09,3.53
g_1,20.5,20.98,22.79,22.85,21.66,21.23,3.16,0.34,5.02,3.7,6.29,6.56,2.37,4.0,2.08,
d_0,7.79,18.3,,15.35,15.95,12.49,5.31,4.33,0.49,3.45,2.7,2.71,2.27,5.62,2.64,2.19
c_0,15.4,15.12,9.86,,17.88,14.97,4.64,3.95,3.76,0.49,2.79,3.29,1.96,2.44,3.58,2.14
b_0,18.02,20.45,14.77,18.34,,19.27,6.31,4.82,3.21,1.47,0.45,2.79,2.71,3.85,5.04,3.21
f_0,19.66,,15.98,18.14,19.44,16.94,5.2,2.19,3.18,4.29,2.82,0.49,2.2,4.07,2.6,1.49
h_0,11.91,10.86,11.24,15.15,11.67,12.13,,4.16,2.38,3.07,2.6,3.88,,3.18,1.85,1.89
a_0,22.57,19.73,23.61,20.63,,,5.18,7.59,4.73,3.06,2.42,4.89,2.56,0.36,,
e_0,,23.64,24.74,18.47,18.39,,5.13,6.01,3.86,4.23,4.37,1.82,3.38,,0.41,1.86
g_0,17.44,16.03,16.31,12.36,15.62,,2.77,,4.66,3.78,3.9,3.81,1.22,,2.58,
