,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.0,0.82,0.94,1.16,1.04,1.0,1.04,1.05,1.33,0.96,1.13,1.03,1.06,1.06,1.07,1.01
f_1,1.21,1.0,0.97,1.0,0.96,0.86,0.92,0.97,1.0,0.88,0.92,0.98,0.88,0.88,0.79,1.14
d_1,1.06,1.05,1.0,0.93,0.97,0.96,0.92,0.86,1.0,1.26,0.99,1.06,0.99,0.97,0.98,0.8
c_1,0.86,1.01,1.08,1.0,1.31,0.96,0.99,1.06,0.75,0.9,0.88,0.86,0.98,0.97,1.02,0.95
b_1,0.93,1.04,1.01,0.8,1.0,1.34,1.12,1.1,0.95,1.12,1.1,1.0,1.06,1.03,1.04,1.13
a_1,0.97,1.17,1.02,1.02,0.74,1.0,1.14,0.98,1.04,1.05,1.0,1.11,1.01,0.97,1.0,1.11
h_1,0.97,1.1,1.08,0.99,0.89,0.84,1.0,1.16,0.94,0.96,1.0,0.99,1.04,0.96,0.95,1.08
g_1,0.96,1.05,1.12,0.96,0.89,1.0,0.89,1.0,0.94,0.98,1.17,0.9,0.9,0.98,1.09,0.97
d_0,0.74,1.0,0.97,1.35,1.07,1.01,1.08,1.07,1.0,0.87,1.04,0.97,1.07,1.02,1.11,1.17
c_0,1.03,1.09,0.83,1.08,0.94,0.95,1.04,0.99,1.12,1.0,1.07,1.43,1.13,1.15,1.1,1.04
f_0,0.88,1.12,1.02,1.1,0.98,1.0,1.01,0.91,0.98,0.93,1.0,1.0,1.05,1.04,1.47,0.95
b_0,0.99,1.03,0.93,1.13,1.04,0.88,1.01,1.06,0.97,0.71,1.01,1.0,1.12,1.43,1.05,1.01
h_0,0.95,1.12,1.01,1.02,0.95,0.97,0.96,1.12,0.96,0.89,0.96,0.88,1.0,0.85,1.01,1.05
a_0,0.93,1.11,1.01,0.98,1.04,0.95,1.04,0.97,0.91,0.85,0.92,0.72,1.12,1.0,1.01,0.97
e_0,0.97,1.18,1.0,0.96,1.02,0.88,1.01,0.94,0.95,0.96,0.66,0.97,1.04,1.02,1.0,1.05
g_0,0.97,0.9,1.21,1.09,0.87,0.91,0.93,1.03,0.9,0.95,1.08,1.04,0.92,1.04,0.93,1.0
