,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,f_0,b_0,a_0,h_0,e_0,g_0
f_1,11185.66,5086.62,4382.98,4869.0,6009.3,31302.73,2681467.07,10872309.52,9518027.08,14317371.24,11004482.84,23671102.47,80265787.1,172536523.67,78963888.36,292675848.58
e_1,2935.76,11270.18,3277.04,6134.62,7600.75,40214.6,3131146.74,23017863.54,10023259.02,14683797.11,26819443.83,26113520.44,118684055.66,161211439.08,56501921.15,273133895.5
d_1,3157.96,3285.8,17972.45,3476.5,5609.12,42093.82,3151501.59,6386614.7,9694328.63,29732478.67,27444675.97,31547393.2,104164600.88,156935759.73,140249949.36,312513781.61
c_1,2799.21,2308.65,3910.95,21551.13,13097.5,37331.52,2813950.15,13359711.34,9313657.48,5919372.83,26144177.22,19662688.44,101047194.54,150093782.57,129668658.49,332022946.03
b_1,3176.76,2336.97,4506.48,4525.79,34896.71,76179.64,2776788.6,11271956.44,9448453.3,11933025.64,29143524.84,10583640.03,89802458.25,151388134.92,125513747.79,286594606.3
a_1,3364.98,2885.97,4196.02,5037.53,7196.38,282526.86,3192359.12,13125261.79,10023249.37,14545006.59,26436386.52,28296388.81,60502135.21,140400574.0,110047598.77,253280944.28
h_1,4549.77,3477.48,5335.66,6191.59,7884.63,39026.8,8643156.53,13640743.15,17391105.19,18999387.6,27632335.29,29609236.47,131867458.08,135033251.02,120331336.26,521424953.02
d_0,3628.48,2945.41,3451.15,12675.4,8741.01,34528.38,3826571.23,27375237.12,10941589.99,13086466.02,27349796.08,35066625.15,127756482.17,182672719.14,144823555.14,441321989.22
g_1,2624.7,3197.84,9237.64,5480.62,8202.69,42398.66,3450710.82,12165242.99,37245242.31,15700785.28,42849534.56,34607492.9,132079244.42,183854286.46,152574051.21,260469824.29
c_0,4408.19,3414.24,5439.25,3262.39,7136.44,44455.07,4464767.95,13396708.75,14660639.27,34816822.64,36099108.72,67345762.57,195372338.56,219553409.95,153659857.63,409710025.1
f_0,2208.45,2991.07,5992.47,7361.36,8239.95,48132.09,3873226.97,15762782.67,14483650.81,20329325.29,67652084.17,39045849.24,177984554.21,203723431.27,333536982.66,367655967.81
b_0,3829.11,3713.55,6315.34,6437.81,5806.34,24488.13,4000930.54,13825108.45,13118036.46,19000201.74,32790081.01,70997916.02,333635802.72,200101807.33,141288079.56,376898533.54
a_0,3498.11,3613.34,6571.52,5778.0,9143.34,18821.88,4342668.22,15460317.92,14188958.91,19192731.86,36513819.29,30480980.49,321407365.42,199030076.16,150520928.5,406920907.94
h_0,5095.15,3125.52,6057.28,6875.31,8011.74,40406.45,2301166.07,14148220.37,14638250.03,17914938.73,27595482.35,30321069.77,120111991.85,95821754.77,146860715.12,481800599.31
e_0,3384.62,1865.27,5943.15,7611.5,10882.69,55273.2,3869506.03,13884373.51,12446270.45,18194132.58,33474952.73,33992941.61,150301550.46,205945868.71,374096170.36,390406260.7
g_0,3066.15,3197.26,8489.31,6438.74,6269.91,45782.68,4010600.46,12957155.28,8846921.01,17074176.53,59309676.13,31165734.09,136817252.69,184264837.21,167794058.6,248240194.37
