,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.51,0.64,0.64,0.78,0.64,0.58,0.84,0.65,1.37,0.74,0.8,0.87,0.98,0.73,0.47,0.74
f_1,1.05,1.51,0.62,0.7,0.59,0.44,0.59,0.7,0.71,0.74,0.79,0.47,0.72,0.69,0.59,0.77
d_1,0.73,0.84,1.55,0.52,0.63,0.57,0.9,0.73,0.56,1.23,0.86,0.71,0.93,0.68,0.63,0.71
c_1,0.64,0.65,0.76,1.57,1.06,0.56,0.66,0.68,0.7,0.45,0.58,0.67,0.85,0.57,0.66,0.83
b_1,0.7,0.76,0.7,0.63,1.59,0.94,0.83,0.84,0.8,0.84,0.37,0.71,0.9,0.62,0.7,0.7
a_1,0.71,0.85,0.78,0.69,0.58,1.74,0.96,0.85,0.88,0.96,0.94,1.03,0.89,0.56,0.75,0.81
h_1,0.81,1.28,0.93,0.99,0.77,0.64,1.74,1.17,0.91,1.01,0.96,0.86,0.86,0.72,0.82,1.3
g_1,0.92,0.83,1.33,0.88,0.84,0.81,0.88,1.81,0.89,1.08,1.09,1.39,1.0,0.83,0.82,0.8
d_0,0.76,1.01,0.72,1.55,0.85,0.7,1.08,0.86,1.62,0.93,1.04,1.11,1.18,0.85,1.04,1.16
c_0,1.1,1.04,0.88,0.88,0.68,0.69,1.3,1.05,1.25,1.62,1.96,1.34,1.12,0.94,1.01,1.15
b_0,0.97,1.12,0.97,1.15,0.72,0.54,1.09,1.01,1.13,0.89,1.7,1.03,1.43,1.69,1.05,1.25
f_0,0.86,0.67,1.05,1.18,0.97,0.79,1.26,0.96,1.03,1.01,1.3,1.69,1.19,0.88,1.7,1.03
h_0,0.92,1.42,0.98,0.94,0.86,0.87,0.88,1.27,1.18,1.15,0.93,1.07,0.95,0.86,0.87,1.39
a_0,1.01,1.16,1.11,1.29,0.85,0.45,1.36,1.04,1.28,1.25,0.85,0.84,1.38,1.79,0.9,1.14
e_0,0.73,0.91,1.27,1.09,1.12,0.67,1.66,1.51,1.09,1.2,1.06,0.97,1.38,1.14,1.79,1.17
g_0,0.99,1.1,1.54,0.84,1.06,0.75,1.06,0.99,1.04,1.13,1.03,1.41,1.17,0.97,0.92,0.94
