,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,2.32,0.69,0.62,0.88,0.8,0.76,1.77,2.53,1.59,1.45,1.98,1.78,2.34,1.86,2.26,1.0
f_1,1.21,2.35,0.76,0.73,0.77,0.77,1.34,1.59,1.59,1.31,1.73,0.73,1.74,1.72,1.78,0.98
d_1,0.79,0.81,2.52,0.68,0.64,0.75,1.47,0.65,2.71,1.56,1.73,1.93,2.28,1.53,2.03,1.74
c_1,0.72,0.82,0.79,2.63,1.2,0.68,1.57,1.56,0.6,1.22,1.33,1.78,1.69,2.05,2.14,1.73
b_1,0.75,0.88,0.85,0.59,2.8,1.14,1.45,1.92,2.02,1.61,0.73,1.22,2.11,1.29,1.98,1.91
a_1,0.71,0.83,0.8,0.83,0.66,3.3,1.48,1.94,1.72,1.75,1.73,1.48,2.2,,2.18,1.91
h_1,0.88,1.32,1.01,1.0,1.02,1.09,3.76,2.23,1.98,2.27,2.1,2.55,2.07,1.86,3.33,2.12
d_0,0.95,1.07,0.78,1.69,0.94,0.83,1.85,3.5,2.08,2.04,2.43,2.81,3.18,1.99,2.69,2.41
c_0,1.05,1.16,0.99,0.72,0.86,1.08,2.32,2.45,3.68,1.94,3.72,2.87,3.06,2.93,3.12,2.58
g_1,1.05,0.86,1.42,1.14,0.85,0.8,1.62,1.88,2.29,4.58,2.24,3.44,2.11,1.85,1.44,2.79
b_0,0.96,1.06,1.2,1.13,0.76,0.86,2.19,2.01,1.73,1.95,3.98,2.5,3.35,3.99,3.3,2.78
f_0,0.82,0.54,1.12,1.15,1.37,1.13,1.67,2.18,1.93,2.21,2.57,4.21,3.31,2.36,2.33,4.56
h_0,0.91,1.4,1.02,1.23,0.84,1.07,0.92,2.05,2.03,2.59,2.28,1.84,1.64,1.7,3.19,2.66
a_0,0.99,0.99,1.32,0.93,1.17,,2.26,2.85,1.98,1.73,1.86,2.63,3.04,4.85,2.4,1.97
g_0,0.68,0.95,1.48,1.01,1.05,0.89,1.81,2.0,2.2,,2.4,3.57,2.67,2.61,1.96,2.71
e_0,0.53,1.47,1.03,1.22,1.03,1.15,1.95,2.13,2.06,1.67,1.85,2.11,3.06,2.26,2.78,5.1
