,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.26,0.92,0.82,0.86,0.77,0.59,0.59,0.66,0.63,0.58,0.52,0.47,0.54,0.54,0.61
e_1,0.79,1.0,1.06,0.96,0.93,0.96,0.78,1.02,0.73,0.74,0.62,0.73,0.57,0.58,0.91,0.59
c_1,1.08,0.94,1.0,1.07,1.33,0.81,0.66,0.44,0.57,0.46,0.58,0.55,0.61,0.53,0.47,0.53
d_1,1.21,1.03,0.95,1.0,0.86,0.87,0.69,0.7,0.6,0.8,0.73,0.55,0.66,0.63,0.43,0.5
b_1,1.16,1.08,0.75,1.15,1.0,1.24,0.89,0.66,0.62,0.64,0.61,0.65,0.68,0.52,0.52,0.68
a_1,1.31,1.04,1.25,1.15,0.81,1.0,0.98,0.83,0.86,0.85,0.84,0.95,0.7,0.83,0.75,0.59
h_1,1.67,1.31,1.49,1.45,1.14,1.05,1.0,0.94,1.14,0.85,0.98,0.77,0.77,0.79,0.88,0.87
d_0,1.55,0.98,2.29,1.36,1.47,1.27,1.07,1.0,1.24,0.9,1.03,0.9,1.06,0.9,0.95,0.85
g_1,1.56,1.41,1.67,1.7,1.6,1.13,0.88,0.86,1.0,0.81,0.96,1.18,0.81,0.97,0.8,0.78
c_0,1.51,1.42,1.94,1.19,1.44,1.18,1.12,1.11,1.21,1.0,1.53,0.96,1.13,0.99,0.9,0.9
b_0,1.74,1.57,1.79,1.37,1.67,1.17,1.1,1.02,1.01,0.64,1.0,0.99,0.98,1.56,1.03,0.91
f_0,1.9,1.38,1.83,1.78,1.53,1.01,1.3,1.11,0.83,1.07,0.99,1.0,1.16,1.24,1.62,0.63
h_0,2.34,1.75,1.56,1.51,1.5,1.36,1.28,0.98,1.27,0.91,1.07,0.88,1.0,0.93,0.91,1.15
a_0,1.79,1.76,1.83,1.6,1.88,1.26,1.29,1.12,1.0,1.0,0.63,0.88,1.07,1.0,1.02,1.0
e_0,1.83,1.4,2.31,2.15,2.01,1.28,1.17,1.02,1.3,1.18,1.04,0.62,1.11,0.99,1.01,0.84
g_0,1.63,1.75,1.82,2.04,1.53,1.52,1.12,1.09,1.29,1.22,1.09,1.52,0.87,0.99,1.11,1.0
