,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.08,2.19,2.09,2.19,2.16,1.89,0.51,0.75,0.47,0.42,0.51,0.62,0.26,0.41,0.4,0.37
e_1,1.49,1.09,2.43,2.59,2.49,2.21,0.64,0.87,0.5,0.48,0.48,0.64,0.35,0.48,0.65,0.35
d_1,2.78,2.9,1.08,2.91,2.61,2.16,0.64,0.44,0.75,0.46,0.5,0.48,0.34,0.5,0.51,0.25
c_1,2.78,2.15,3.32,1.1,2.44,2.21,0.82,0.74,0.33,0.7,0.56,0.49,0.42,0.53,0.56,0.36
b_1,3.24,3.09,3.32,1.82,1.1,2.95,0.95,0.74,0.58,0.89,0.94,0.64,0.48,0.56,0.53,0.5
a_1,5.42,4.56,5.06,4.43,2.48,1.13,1.55,1.41,0.96,0.99,1.2,0.85,0.69,0.96,0.83,0.68
h_1,10.17,8.75,8.21,8.93,9.32,8.49,1.53,2.41,1.95,1.78,1.97,1.77,1.52,1.73,1.6,1.22
g_1,15.33,13.08,11.0,10.71,11.31,10.21,2.67,1.57,2.47,2.25,2.52,2.17,1.35,2.26,2.35,1.8
d_0,11.34,8.15,16.06,12.36,12.72,10.86,3.6,3.94,1.97,2.72,2.81,2.94,2.15,2.38,2.74,1.88
c_0,12.86,12.94,7.67,21.28,13.19,11.25,3.68,3.24,3.97,1.8,2.74,2.99,1.88,2.77,2.43,1.8
b_0,12.86,12.9,9.72,18.06,16.54,12.54,3.63,3.68,3.52,1.56,1.77,2.34,1.76,2.31,2.28,1.52
f_0,24.29,15.51,15.91,15.45,13.83,13.34,4.17,3.06,3.06,3.33,3.52,1.88,2.28,3.16,2.72,1.36
h_0,19.28,18.11,16.06,18.58,16.93,14.83,6.13,4.95,3.83,3.1,3.88,3.38,2.88,3.26,2.87,2.34
a_0,21.02,21.62,17.71,22.32,22.9,17.46,6.71,5.82,4.62,3.52,2.51,3.83,2.79,2.1,3.21,2.74
e_0,27.51,25.89,19.86,22.01,18.83,19.66,5.79,4.87,4.49,4.77,5.02,2.23,2.98,4.18,2.11,2.56
g_0,27.31,23.87,21.7,30.04,26.5,19.87,5.39,7.23,5.56,4.19,5.1,4.33,2.86,4.1,4.25,3.57
