,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,1.5,0.77,0.44,0.45,0.4,0.33,0.47,0.54,0.46,0.41,0.53,0.26,0.46,0.5,0.58,0.48
e_1,0.41,1.5,0.42,0.59,0.41,0.32,0.64,0.85,0.51,0.58,0.5,0.55,0.53,0.48,0.6,0.23
d_1,0.55,0.47,1.53,0.37,0.44,0.42,0.55,0.32,0.4,0.9,0.57,0.5,0.7,0.38,0.5,0.41
c_1,0.5,0.41,0.48,1.55,0.69,0.4,0.49,0.46,0.57,0.2,0.42,0.61,0.7,0.51,0.51,0.5
b_1,0.48,0.45,0.51,0.46,1.6,0.63,0.59,0.56,0.55,0.54,0.22,0.51,0.53,0.35,0.62,0.47
a_1,0.55,0.55,0.54,0.51,0.34,1.76,0.7,0.67,0.57,0.65,0.66,0.54,0.75,0.21,0.48,0.47
h_1,1.03,0.59,0.76,0.81,0.58,0.48,1.66,0.86,0.87,0.83,0.79,0.61,0.67,0.71,1.07,0.68
d_0,0.87,0.77,0.38,1.29,0.59,0.51,0.98,1.51,0.68,0.88,0.71,0.89,1.04,0.72,1.02,0.74
g_1,0.87,0.62,1.17,0.59,0.59,0.6,0.86,0.8,1.78,0.84,0.98,1.28,0.82,0.66,0.48,0.63
c_0,0.98,0.84,0.77,0.56,0.6,0.58,0.95,0.88,0.71,1.54,1.52,0.98,0.93,1.06,0.91,0.78
b_0,0.82,0.89,0.71,0.83,0.47,0.48,1.13,1.21,0.81,0.96,1.56,1.01,0.95,1.46,0.93,0.71
f_0,0.54,0.75,0.93,0.72,0.86,0.56,1.21,1.07,0.72,1.04,1.02,1.55,1.03,0.89,0.83,1.19
h_0,1.14,0.79,0.77,0.79,0.82,0.51,0.46,0.75,1.03,0.85,1.02,0.95,0.55,0.76,1.18,0.64
a_0,0.86,0.83,0.92,0.84,0.82,0.47,0.91,1.13,0.99,0.98,0.86,1.01,1.13,1.66,1.01,0.86
g_0,0.64,0.72,1.13,0.98,0.72,0.78,0.74,0.83,0.6,0.97,1.03,1.19,0.99,0.78,0.65,0.79
e_0,0.93,0.41,0.95,0.73,0.85,0.68,1.23,0.93,0.94,0.92,1.22,0.89,1.09,0.88,0.8,1.75
