,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,0.46,31.0,35.94,32.94,29.66,43.17,6.05,7.67,6.45,6.59,7.41,,3.45,4.97,5.66,5.89
e_1,17.01,0.46,36.69,34.56,25.06,31.72,10.08,11.61,7.32,5.56,7.15,10.31,4.55,7.9,5.2,
d_1,34.14,40.49,0.44,34.06,25.28,29.12,10.26,6.73,7.68,,6.45,5.93,5.37,6.05,3.16,8.07
c_1,30.5,34.79,47.89,0.42,32.84,35.22,12.09,9.07,,3.66,7.72,6.85,4.54,8.52,5.39,7.72
b_1,39.75,50.74,38.54,21.79,0.38,35.33,8.3,15.7,8.79,7.26,,6.85,6.3,10.01,9.27,5.84
a_1,58.4,74.21,38.14,51.4,30.61,0.32,16.05,,8.57,8.55,11.83,9.5,7.88,,4.52,
h_1,16.76,19.78,18.68,17.62,24.13,15.97,0.38,4.15,2.57,3.33,2.7,3.86,,3.17,3.42,4.05
g_1,22.71,22.45,20.6,17.62,21.3,,3.55,0.34,3.76,6.03,3.58,4.6,2.31,3.95,,4.09
c_0,12.72,15.4,8.07,,23.19,20.25,4.6,4.63,0.49,3.32,4.67,2.82,2.12,4.7,1.65,3.12
d_0,16.81,7.99,,15.21,17.36,16.85,3.56,4.83,5.92,0.51,2.72,3.0,2.41,2.86,2.01,2.8
b_0,21.34,14.06,18.07,22.58,,18.21,4.56,4.26,1.71,3.78,0.47,3.32,2.04,3.94,2.07,3.16
f_0,,18.25,14.84,15.35,20.18,19.94,5.7,3.52,3.38,3.26,4.3,0.44,2.01,3.18,1.52,3.96
h_0,12.02,12.79,10.41,11.99,11.27,9.84,,4.09,2.4,2.87,2.84,2.81,,3.13,1.57,1.98
a_0,27.18,21.02,31.69,16.94,20.48,,5.9,6.23,5.59,6.43,2.14,2.95,2.89,0.39,2.76,2.93
g_0,19.67,19.44,14.65,16.35,15.95,13.78,2.88,,2.87,2.27,2.46,4.09,1.16,3.41,,
e_0,32.26,,21.56,26.82,25.21,,6.47,5.37,4.55,4.54,4.74,1.98,2.82,3.18,,0.36
