,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.33,0.84,1.11,0.64,0.7,0.62,1.5,3.1,1.7,1.26,1.79,1.73,2.17,1.41,0.95,1.89
f_1,1.45,2.35,0.79,0.77,0.64,0.58,1.38,1.75,1.4,1.02,1.65,0.86,1.84,1.29,1.05,1.61
c_1,0.73,0.85,2.41,0.82,1.38,0.63,1.43,1.75,1.05,1.17,1.11,1.42,2.29,1.33,1.42,1.8
d_1,0.8,0.92,0.62,2.46,0.65,0.67,1.49,1.17,3.01,1.45,2.23,1.72,2.17,1.79,1.54,2.22
b_1,0.71,0.95,0.82,0.74,2.68,1.37,1.41,1.48,1.48,1.3,0.84,1.54,2.01,1.04,1.65,1.74
a_1,0.85,1.05,0.92,0.84,0.74,3.02,1.59,1.74,1.91,1.32,1.78,1.51,2.07,0.86,1.41,1.8
h_1,0.87,1.29,0.86,0.99,0.72,0.66,3.38,1.71,1.83,2.12,1.77,1.69,1.5,1.44,1.85,2.61
d_0,0.93,0.93,1.63,0.63,0.83,0.68,1.6,2.92,1.46,1.51,1.99,1.75,2.42,1.66,1.71,1.92
c_0,1.06,1.01,0.74,1.09,0.55,0.77,1.58,2.09,3.07,1.44,3.37,1.83,2.23,1.8,1.72,2.31
g_1,0.75,0.73,0.87,1.39,0.77,0.69,1.64,1.71,1.88,3.79,1.86,2.96,2.15,1.6,1.77,1.72
b_0,1.08,0.89,1.08,1.0,0.57,0.59,1.77,2.05,1.93,1.56,3.2,1.89,2.41,3.04,1.43,2.45
f_0,0.78,0.7,0.97,0.89,0.92,0.85,2.09,2.25,1.99,1.7,1.83,3.34,2.37,1.88,3.07,2.26
h_0,0.9,1.19,0.97,0.99,0.82,0.67,1.3,2.01,1.98,1.82,1.74,1.62,1.8,1.63,1.6,2.63
a_0,0.94,0.87,0.99,1.0,0.85,0.47,1.71,2.35,1.97,1.92,1.88,2.36,2.39,3.43,1.58,2.2
e_0,0.63,1.01,0.98,1.06,0.9,0.8,1.86,1.99,1.95,1.65,2.1,1.97,2.49,1.93,3.27,1.75
g_0,0.81,0.77,0.93,1.47,0.78,0.73,1.72,1.47,1.89,1.11,1.67,2.68,2.47,1.7,1.85,1.84
