,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.42,0.9,1.34,1.35,1.28,1.42,0.73,0.7,0.66,0.52,0.71,0.57,0.47,0.6,1.99,0.52
f_1,1.44,0.42,1.23,1.33,1.24,1.43,0.54,0.86,0.56,0.56,1.07,0.49,0.38,0.54,0.49,0.66
d_1,1.39,1.4,0.4,1.39,1.42,1.16,0.66,0.51,1.37,0.58,0.47,0.63,0.46,0.59,0.52,0.33
c_1,1.24,1.23,1.47,0.39,1.75,0.96,0.68,0.79,0.33,1.04,0.55,0.58,0.47,0.46,0.61,0.49
b_1,1.37,1.54,1.33,0.72,0.36,1.6,0.68,0.79,0.58,0.85,0.6,1.12,0.51,0.62,0.5,0.59
a_1,1.13,1.32,1.58,1.78,0.72,0.3,0.96,0.62,0.64,0.58,0.65,0.72,0.57,1.18,0.94,0.52
h_1,0.88,1.09,0.88,0.98,1.06,0.91,0.25,0.63,0.41,0.38,0.48,0.41,0.83,0.42,0.36,0.33
g_1,1.0,1.0,0.93,0.89,0.85,1.12,0.38,0.24,0.62,0.48,0.45,0.44,0.3,0.57,0.46,0.58
d_0,0.62,0.99,1.72,1.25,0.9,0.82,0.62,0.49,0.28,0.41,0.42,0.45,0.5,0.45,0.45,0.39
c_0,1.12,1.01,0.6,1.82,0.89,0.91,0.64,0.5,0.59,0.26,0.5,0.51,0.41,0.42,0.4,0.45
f_0,0.8,2.0,1.14,0.94,0.86,0.87,0.5,0.36,0.52,0.38,0.24,0.53,0.42,0.35,0.59,0.24
b_0,0.97,1.02,0.67,1.21,2.12,1.0,0.5,0.52,0.54,0.26,0.39,0.24,0.48,0.5,0.33,0.4
h_0,0.99,0.96,0.92,1.0,0.91,0.81,0.75,0.61,0.36,0.42,0.42,0.37,0.55,0.34,0.37,0.36
a_0,0.81,1.2,0.89,0.95,0.99,,0.5,0.39,0.47,0.55,0.44,0.27,0.43,0.22,0.56,0.32
e_0,1.04,1.31,0.94,0.87,1.02,0.82,0.51,0.41,0.42,0.42,0.22,0.53,0.42,0.41,0.2,0.33
g_0,0.92,0.85,0.99,1.08,0.92,0.83,0.51,0.66,0.46,0.34,0.5,0.43,0.3,0.57,0.41,0.57
