,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.41,0.44,0.61,0.72,0.61,0.64,0.35,0.34,0.36,0.25,0.27,0.31,0.24,0.27,0.32,0.24
f_1,0.67,0.41,0.52,0.62,0.6,0.5,0.24,0.34,0.29,0.24,0.24,0.3,0.18,0.25,0.25,0.23
d_1,0.63,0.65,0.39,0.61,0.54,0.52,0.31,0.23,0.32,0.31,0.29,0.26,0.23,0.25,0.23,0.17
c_1,0.5,0.59,0.7,0.38,0.7,0.57,0.29,0.35,0.18,0.27,0.25,0.25,0.23,0.24,0.24,0.24
b_1,0.61,0.62,0.68,0.38,0.37,0.65,0.34,0.38,0.26,0.36,0.33,0.26,0.25,0.28,0.27,0.23
a_1,0.58,0.78,0.64,0.57,0.39,0.3,0.36,0.31,0.28,0.29,0.37,0.28,0.22,0.32,0.29,0.23
h_1,0.56,0.68,0.52,0.63,0.53,0.47,0.23,0.3,0.25,0.24,0.25,0.25,0.25,0.22,0.24,0.23
g_1,0.59,0.57,0.57,0.58,0.55,0.5,0.26,0.21,0.28,0.25,0.26,0.25,0.18,0.25,0.2,0.23
d_0,0.38,0.55,0.65,0.68,0.61,0.59,0.35,0.34,0.23,0.23,0.25,0.26,0.24,0.25,0.28,0.25
c_0,0.64,0.61,0.39,0.77,0.52,0.51,0.34,0.27,0.38,0.22,0.32,0.29,0.22,0.27,0.28,0.21
b_0,0.56,0.62,0.47,0.79,0.62,0.48,0.32,0.27,0.29,0.17,0.2,0.23,0.23,0.29,0.26,0.21
f_0,0.51,0.66,0.56,0.6,0.59,0.48,0.31,0.23,0.25,0.24,0.25,0.2,0.23,0.27,0.3,0.17
h_0,0.53,0.61,0.56,0.57,0.52,0.53,0.31,0.34,0.24,0.26,0.25,0.23,0.24,0.25,0.25,0.22
a_0,0.56,0.62,0.52,0.59,0.56,0.6,0.31,0.32,0.27,0.23,0.17,0.24,0.21,0.18,0.25,0.2
e_0,0.58,0.68,0.56,0.56,0.55,0.49,0.31,0.31,0.23,0.25,0.26,0.15,0.22,0.25,0.18,0.2
g_0,0.54,0.57,0.6,0.57,0.51,0.56,0.23,0.32,0.25,0.26,0.28,0.24,0.19,0.26,0.24,0.24
