,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,12637.58,2794.28,6577.8,4152.93,5669.03,22369.57,4483493.48,5825844.23,8749972.38,9816393.36,16754319.79,7017204.33,71560042.64,48351079.42,46131207.35,202191091.36
d_1,3098.64,12769.49,3106.01,3156.93,5841.05,30239.8,5936540.46,7737125.96,19827309.46,5454652.34,22915932.04,25035482.07,78000514.23,64697079.38,85948020.33,182800550.26
e_1,3209.04,2306.6,16765.39,4922.84,5844.57,25939.4,5120625.84,7261664.63,9622883.32,20154447.81,16422179.51,24230089.96,90959667.49,60179757.48,49029289.73,211092439.43
c_1,2784.16,2581.4,3197.13,21159.67,11992.11,21978.11,5171037.86,6306786.64,3308472.59,9358806.8,12979676.21,20975381.03,71184449.27,51346185.51,61703053.12,199461669.93
b_1,2524.86,2745.49,3068.66,4055.76,35255.93,63692.61,3866128.15,6157102.01,7245989.29,9099057.81,5551842.17,17870447.92,78040029.23,48552843.46,81537246.71,259924236.93
a_1,2875.58,2795.66,2369.67,4428.44,6796.6,246566.85,6132125.99,7601513.83,10958419.28,8243455.13,18181890.24,24083677.95,103734290.45,23832604.32,88397842.23,224573521.06
h_1,4258.11,3082.93,4131.08,6065.61,4207.78,33055.08,19093955.75,10451808.33,11617682.47,11051433.35,25264480.86,23734661.7,56791818.26,65611438.41,89449393.56,397142024.28
g_1,2672.81,5591.07,3048.7,5097.05,7339.08,33683.32,5070984.57,29701813.11,12349340.38,11900974.36,21563636.21,38206420.57,80047311.35,65771310.33,95759581.62,159635150.33
c_0,4031.78,4236.74,4127.35,3693.05,4666.03,30374.94,6076044.58,9822150.45,26461157.11,13359610.44,42043626.85,29642525.48,111976714.2,78295331.34,94117670.75,286911824.25
d_0,3457.26,1668.51,4187.25,9465.03,6630.07,34855.36,6379232.71,8206810.63,8733879.76,27207730.16,26149171.18,28362669.38,86402990.2,75020542.19,90567600.01,221062790.28
b_0,3826.62,4350.73,4334.96,5460.46,2855.48,26370.73,5977062.92,9710953.21,13688673.91,11414507.04,50143043.77,26175848.61,115181646.73,139582923.58,93745920.93,265796851.9
f_0,2007.72,3822.92,3170.8,6840.88,6380.19,32996.26,5808756.04,9273965.16,12435022.85,16168699.43,23374195.08,57367268.58,107502488.09,73681528.59,229334908.94,277147607.14
h_0,4911.73,4212.7,4117.43,4268.03,6760.3,31783.73,2615802.0,12874702.67,14436173.48,13277294.56,18770608.67,23457148.73,63004940.26,62457042.33,94012399.06,356024201.4
a_0,3578.91,3852.45,4358.01,6971.67,5861.62,18731.21,5237617.33,8925022.16,14109680.49,13926144.18,20397155.03,24161121.73,106336333.23,208014655.16,114954105.1,269469314.62
e_0,3990.78,3861.65,2462.6,4740.75,6444.82,39941.56,7167810.37,10819162.14,14447630.76,13765080.47,30219810.94,22975152.52,111059555.71,91468724.03,276194618.72,263687992.7
g_0,3095.98,5588.53,3561.35,4831.08,6793.65,32481.87,5700331.52,6763200.73,11591853.92,10395554.7,22979528.87,43101048.08,98220300.72,59100862.15,111954610.62,153148784.99
