,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.0,0.92,1.19,1.69,1.87,3.18,22.2,39.96,33.09,32.3,40.88,47.85,78.64,102.03,119.8,117.86
f_1,1.09,1.0,0.98,1.29,1.54,2.55,17.73,27.81,29.91,27.76,35.82,33.58,60.62,88.0,102.91,83.36
d_1,0.82,0.99,1.0,1.15,1.44,2.68,18.28,26.28,24.9,35.33,33.41,33.86,62.57,95.32,76.66,92.88
c_1,0.6,0.78,0.89,1.0,1.72,2.4,16.32,16.27,22.85,21.27,24.33,28.46,52.46,73.35,75.28,69.42
b_1,0.54,0.64,0.69,0.59,1.0,2.5,13.09,14.93,17.75,21.98,22.37,22.73,43.1,52.83,61.05,67.14
a_1,0.31,0.39,0.37,0.4,0.41,1.0,6.56,10.22,10.09,9.75,12.49,13.03,26.88,36.06,33.54,31.95
h_1,0.05,0.06,0.06,0.06,0.08,0.15,1.0,1.37,1.67,1.4,1.74,1.85,3.65,4.6,5.81,4.91
d_0,0.03,0.04,0.04,0.06,0.07,0.09,0.75,1.0,1.1,0.88,1.22,1.36,2.54,3.67,3.82,3.71
g_1,0.03,0.03,0.04,0.04,0.05,0.1,0.6,0.87,1.0,1.04,1.18,1.47,2.05,3.35,3.19,3.36
c_0,0.03,0.04,0.03,0.05,0.05,0.11,0.72,1.13,0.96,1.0,1.6,1.38,2.58,3.55,3.56,3.83
b_0,0.02,0.03,0.03,0.04,0.05,0.08,0.6,0.8,0.87,0.64,1.0,1.09,2.01,3.44,3.0,2.74
f_0,0.02,0.03,0.03,0.04,0.04,0.08,0.54,0.73,0.67,0.72,0.95,1.0,1.76,2.44,2.23,3.58
h_0,0.01,0.02,0.02,0.02,0.02,0.04,0.29,0.38,0.48,0.39,0.49,0.56,1.0,1.29,1.61,1.44
a_0,0.01,0.01,0.01,0.01,0.02,0.03,0.22,0.27,0.33,0.28,0.29,0.42,0.82,1.0,1.02,1.03
g_0,0.01,0.01,0.01,0.01,0.02,0.03,0.17,0.26,0.32,0.28,0.32,0.43,0.63,0.99,1.0,1.21
e_0,0.01,0.01,0.01,0.01,0.02,0.03,0.21,0.26,0.29,0.26,0.34,0.27,0.7,0.95,0.84,1.0
