,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,89.84,65.57,92.29,163.46,209.45,481.59,10833.32,35406.18,28404.02,33046.25,44097.3,73883.23,171763.13,195650.68,289476.66,220541.39
f_1,82.39,96.89,94.2,132.02,183.47,457.14,9565.43,24232.41,24774.7,31666.62,37677.99,49795.89,134794.45,189740.08,247206.27,170207.66
d_1,55.15,60.75,134.56,95.35,145.35,472.55,9160.49,17426.35,37664.9,30198.4,39507.11,60273.14,140628.06,171167.95,222418.08,220718.26
c_1,42.52,55.9,83.85,165.39,247.68,398.31,7753.3,16466.74,17516.7,23565.16,23464.31,48028.04,118861.79,142427.46,205251.87,198477.54
b_1,40.16,48.53,73.0,72.99,232.21,642.09,6942.47,16121.2,20270.34,22503.56,24096.17,43278.49,106171.42,91921.15,190731.04,151891.98
a_1,32.63,38.42,50.5,71.7,82.5,519.43,5518.77,11792.81,12743.85,17842.92,20027.0,30979.3,80373.22,74458.1,145682.56,118828.47
h_1,14.22,19.02,24.02,32.0,48.73,121.65,3099.19,5793.53,5765.94,8918.01,8813.49,14724.9,36093.91,37606.71,79607.15,57611.0
d_0,9.78,12.51,16.61,37.18,41.07,94.46,1907.93,5297.43,4088.42,5606.26,7162.59,12980.2,28889.16,31224.49,47601.87,48171.63
c_0,11.24,13.4,15.66,22.69,28.71,97.83,2095.7,4757.08,6076.09,6238.78,10856.12,13115.12,30996.13,42575.04,48871.3,44572.61
g_1,9.73,9.51,20.7,22.24,29.6,78.74,1589.98,3845.23,4855.74,8132.25,6772.44,15075.5,23857.13,32030.48,36208.0,45268.32
b_0,9.53,11.71,15.74,22.55,28.79,68.82,1778.37,3460.48,4028.17,5726.7,7965.73,10800.88,26901.76,48539.25,41151.82,39596.21
f_0,6.59,9.18,14.19,19.22,30.67,83.33,1462.55,3263.22,3890.82,4226.47,5484.85,11395.6,24256.74,24941.02,30786.55,55675.05
h_0,6.48,8.93,11.35,14.68,20.17,52.61,944.93,2506.9,2866.95,3988.03,4619.63,6290.13,14146.88,20787.07,33490.52,23469.93
a_0,6.06,6.59,10.08,12.56,21.64,43.55,1151.1,2555.03,2539.23,3265.55,3249.03,6182.13,15312.49,25115.71,23172.77,22569.29
g_0,4.24,5.86,11.7,11.69,19.83,46.24,816.78,1886.5,2738.71,2727.71,3771.81,8229.89,13857.69,19150.84,23316.65,28878.68
e_0,4.76,7.22,8.3,11.94,20.63,48.51,958.46,2079.77,2374.02,2786.69,3327.44,5268.98,15970.75,15436.67,20344.04,30913.78
