,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,14059.94,175.33,167.42,257.86,232.83,1595.33,143034.98,537451.17,686980.22,1572661.67,1115454.65,1194220.57,4867571.62,10771299.84,,9095383.56
f_1,343.52,14169.45,227.23,159.9,313.97,1750.31,154030.25,399448.18,813298.92,813956.21,1084531.66,,5724052.04,9130041.32,7916755.06,7672602.43
d_1,169.07,165.67,16171.99,214.65,285.46,1327.99,183851.91,392207.49,1584082.88,,1113275.95,1381506.57,4134795.18,7668018.63,6772149.77,13782923.17
c_1,193.28,174.97,256.4,18381.99,538.51,1522.77,154673.78,365811.95,,1050795.54,796070.28,1679862.97,4018903.63,6410276.49,10190433.57,12120742.7
b_1,165.68,183.3,202.77,216.54,26815.75,2592.92,113914.28,591747.53,639487.32,894629.45,,1698370.52,4093278.73,11312117.1,10490026.52,13615867.26
a_1,180.32,157.09,188.47,257.09,312.5,227324.15,162220.75,514253.22,544844.21,914670.83,915890.95,1475954.64,,8674147.4,,15869812.75
h_1,584.38,821.7,712.57,833.17,1282.78,6586.57,6173747.23,2156713.03,2432725.41,3853450.31,4204874.34,6377541.99,14360121.81,,31446630.24,70377385.53
g_1,485.65,538.88,1200.45,1205.96,972.09,4712.29,646949.56,29932562.67,2044579.54,2574291.77,3900506.01,7973612.29,13127616.35,35691404.06,31773683.12,
c_0,982.32,914.67,1013.53,,1152.36,7739.18,613540.1,2602831.54,23886624.24,3091843.07,10730341.55,9604759.98,21560003.45,51830125.89,37666052.04,71868099.38
d_0,896.76,1250.47,,2206.13,1659.21,10236.78,702702.94,2336200.01,2688311.51,30021727.69,4236647.18,6984491.22,17823674.23,38767248.63,34511902.97,67193751.45
b_0,772.42,1113.1,856.33,901.34,,6245.65,776968.19,1934417.32,4890007.63,2616689.7,37761420.53,5844166.13,59654746.4,61632013.65,38674964.15,67468011.66
f_0,959.46,,861.78,1175.57,1714.69,8727.75,707527.41,1881159.21,4118995.34,5018854.66,5863141.08,59072528.72,14858552.82,31730383.91,,73329373.12
a_0,760.98,929.23,920.93,1256.27,992.55,,701215.74,2217226.86,3372294.15,5139885.48,4475427.62,5939404.39,259829562.09,51804530.77,41176900.1,
h_0,1309.49,2002.7,1408.38,1269.76,2013.13,10929.9,,5924153.03,5615868.14,8249306.68,7965299.64,7606547.47,32351825.36,,,167879388.4
e_0,,794.75,1012.37,666.27,2120.34,,423342.67,2907734.66,4518367.05,6723353.3,6797055.7,,22967077.36,,485138750.28,70841412.25
g_0,1131.69,1189.14,2276.9,1663.92,2247.21,10675.71,897346.98,,5641988.46,5525117.04,6586294.28,19978893.5,,69307726.48,101364382.78,
