,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,5.39,0.63,0.43,0.71,0.61,0.56,2.69,5.1,2.6,2.16,3.48,2.76,4.9,3.42,3.98,0.8
f_1,1.1,5.53,0.6,0.56,0.64,0.62,2.1,2.69,2.71,1.69,3.0,0.55,3.82,2.91,3.23,1.44
d_1,0.55,0.64,6.35,0.5,0.48,0.58,2.1,0.55,5.76,2.79,3.09,3.67,4.79,2.75,4.91,3.11
c_1,0.58,0.63,0.58,6.9,1.01,0.51,2.34,3.22,0.46,1.69,2.02,3.29,3.37,3.44,4.53,3.36
b_1,0.58,0.73,0.63,0.5,7.87,1.0,2.13,3.29,3.29,2.21,0.63,2.0,4.03,2.0,3.99,3.34
a_1,0.52,0.67,0.62,0.62,0.58,10.87,2.33,3.18,2.88,2.5,2.68,2.37,4.71,,4.37,3.6
h_1,0.92,1.44,1.03,1.04,1.03,1.16,14.16,4.93,4.46,4.33,4.75,5.77,3.31,4.1,9.46,4.68
d_0,1.16,1.08,0.49,2.05,0.97,0.81,3.52,12.28,4.34,3.7,5.32,6.77,8.91,4.47,6.94,5.47
c_0,1.08,1.21,1.31,0.4,0.85,1.09,4.54,5.34,13.5,3.84,9.72,6.85,8.39,7.07,9.06,5.76
g_1,1.07,0.76,1.77,1.11,0.83,0.79,3.07,3.93,5.24,20.93,4.97,9.96,5.79,3.59,2.27,6.3
b_0,1.05,1.12,1.38,1.07,0.49,0.81,4.38,4.37,4.55,3.82,15.81,6.68,9.79,11.45,10.25,6.32
f_0,0.8,0.29,1.32,1.32,1.4,1.15,3.18,5.18,4.59,5.58,6.76,17.71,9.3,6.03,7.56,14.63
h_0,0.96,1.52,1.1,1.22,0.81,1.15,1.08,4.67,4.65,5.19,5.61,4.17,2.69,3.69,9.11,6.89
a_0,1.1,1.01,1.48,1.01,1.09,,4.48,6.7,4.82,2.8,5.15,6.7,7.71,23.54,6.42,4.07
g_0,0.62,0.87,1.85,1.08,1.08,0.9,3.72,4.24,5.24,,5.98,9.85,7.68,5.62,3.85,6.73
e_0,0.32,1.42,1.14,1.41,1.09,1.4,3.61,4.94,4.66,3.27,4.21,6.37,9.79,4.89,8.47,26.01
