,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.27,0.89,1.08,0.78,0.71,0.66,0.64,0.68,0.62,0.66,0.5,0.55,0.53,0.38,0.62
e_1,0.78,1.0,0.98,1.07,1.01,0.83,0.62,0.71,0.82,0.63,0.69,0.77,0.6,0.67,0.67,0.41
d_1,1.12,1.02,1.0,0.91,0.97,0.88,0.74,0.54,0.71,0.84,0.65,0.57,0.56,0.53,0.62,0.42
c_1,0.93,0.94,1.1,1.0,1.49,0.9,0.78,0.62,0.52,0.46,0.49,0.6,0.54,0.41,0.49,0.57
b_1,1.28,0.99,1.03,0.67,1.0,1.35,0.82,0.83,0.68,0.78,0.68,0.64,0.67,0.59,0.59,0.65
a_1,1.41,1.21,1.14,1.11,0.74,1.0,1.05,0.86,0.82,0.79,0.93,0.65,0.76,0.95,0.6,0.71
h_1,1.57,1.56,1.35,1.34,1.25,0.94,1.0,1.25,0.94,0.71,0.84,0.83,1.02,0.92,0.85,1.14
g_1,1.54,1.41,1.84,1.62,1.16,1.11,0.79,1.0,0.85,0.9,0.86,1.23,0.85,0.76,0.94,0.64
d_0,1.51,1.16,1.28,1.95,1.53,1.18,1.1,1.2,1.0,0.92,0.91,0.95,0.8,0.85,0.85,0.95
c_0,1.83,1.61,1.17,2.17,1.28,1.22,1.34,1.13,1.14,1.0,1.36,0.96,1.08,1.04,1.15,1.03
b_0,1.5,1.47,1.54,2.22,1.6,0.96,1.17,1.17,1.09,0.75,1.0,1.03,1.13,1.38,0.88,0.91
f_0,2.13,1.34,1.77,1.74,1.37,1.72,1.22,0.78,1.09,0.96,1.02,1.0,0.97,0.93,1.55,0.9
h_0,1.83,1.62,1.75,1.81,1.5,1.29,0.99,1.16,1.3,0.87,0.93,0.97,1.0,0.96,0.88,1.17
a_0,1.92,1.33,1.87,2.29,1.59,,1.08,1.33,1.15,0.99,0.67,1.03,1.08,1.0,0.8,0.88
e_0,2.63,1.29,1.68,2.03,1.6,1.76,1.24,0.99,1.22,0.87,1.23,0.66,1.13,1.15,1.0,1.01
g_0,1.55,2.25,2.28,1.82,1.53,1.41,0.87,1.56,1.1,1.04,1.01,1.21,0.85,1.07,1.03,
