,d_1,f_1,e_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,g_0,e_0
d_1,0.01,0.11,0.08,0.1,0.12,0.2,0.24,0.29,0.19,,0.31,0.26,0.26,0.38,0.21,0.42
f_1,0.07,0.01,0.09,0.09,0.12,0.12,0.16,0.2,0.28,0.2,0.2,,0.18,0.33,0.23,0.3
e_1,0.08,0.05,0.01,0.08,0.1,0.15,0.15,0.17,0.19,0.16,0.18,0.28,0.19,0.34,0.3,
c_1,0.05,0.05,0.05,0.01,0.08,0.08,0.07,,0.1,0.07,0.1,0.11,0.16,0.22,0.14,0.26
b_1,0.03,0.03,0.03,0.02,,,0.09,0.08,0.1,0.07,,0.13,0.12,0.12,0.14,0.11
a_1,0.01,0.01,0.01,0.02,,,0.03,0.03,0.03,0.03,0.04,0.05,0.04,,0.05,
h_1,,,,,,,,,,,,,,,,
c_0,,,,,,,,,,,,,,,,
g_1,,,,,,,,,,,,,,,,
d_0,,,,,,,,,,,,,,,,
b_0,,,,,,,,,,,,,,,,
f_0,,,,,,,,,,,,,,,,
h_0,,,,,,,,,,,,,,,,
a_0,,,,,,,,,,,,,,,,
g_0,,,,,,,,,,,,,,,,
e_0,,,,,,,,,,,,,,,,
