,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.13,2.72,5.91,5.82,6.39,5.69,1.52,1.11,1.02,1.73,0.95,1.16,0.95,0.91,2.05,0.87
f_1,4.91,1.12,5.18,4.66,4.77,4.25,1.13,1.2,1.08,1.86,1.07,2.92,0.56,1.17,1.07,0.91
c_1,4.24,6.03,1.13,7.57,5.63,4.58,1.7,0.55,1.97,1.68,1.08,0.94,0.79,1.16,1.16,0.85
d_1,7.65,5.48,5.64,1.12,6.16,5.0,1.53,3.03,0.92,1.01,1.09,1.29,0.72,1.13,1.0,0.44
b_1,7.0,9.15,3.64,7.34,1.14,8.36,2.21,1.69,2.28,2.23,3.8,1.22,0.94,1.8,1.33,1.11
a_1,10.03,9.83,10.73,10.84,4.08,1.15,2.62,2.22,1.83,3.1,2.65,1.75,1.91,3.68,1.62,1.75
h_1,19.47,19.71,18.93,17.81,20.07,17.15,1.81,4.03,4.18,4.75,3.73,3.35,4.41,3.09,3.32,2.64
d_0,12.03,23.29,23.4,37.44,25.18,22.43,6.87,2.44,3.83,6.38,4.19,4.4,2.78,4.06,4.08,3.92
c_0,23.29,27.17,48.83,12.11,26.43,20.41,6.69,6.14,2.42,7.1,5.25,4.29,3.25,4.2,4.49,3.3
g_1,24.37,29.64,24.24,19.5,25.66,23.46,4.73,5.46,4.64,1.79,5.49,4.44,2.65,4.15,4.23,6.28
b_0,21.27,27.38,34.03,17.07,78.5,22.43,7.6,4.6,2.54,7.35,2.36,4.9,3.25,4.11,4.49,3.87
f_0,24.7,73.2,32.09,23.71,31.03,27.96,7.45,5.07,5.61,4.3,5.98,2.33,4.56,4.24,4.55,2.69
h_0,31.45,41.23,30.63,31.99,33.78,32.4,18.81,6.74,7.71,11.7,6.57,7.86,7.96,6.43,6.96,4.69
a_0,40.0,40.3,35.09,31.38,52.33,107.42,11.13,8.07,8.21,8.1,4.51,7.41,5.41,2.64,5.63,5.84
e_0,64.56,45.99,41.09,39.23,39.25,42.52,10.26,8.16,8.77,9.72,9.44,4.44,5.97,9.41,2.75,4.69
g_0,46.58,55.18,43.75,36.61,43.05,44.37,9.19,9.51,8.77,19.15,7.46,7.86,4.72,8.58,8.66,8.32
