,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.24,0.87,0.87,0.75,0.63,0.39,0.43,0.41,0.37,0.35,0.37,0.29,0.31,0.25,0.32
e_1,0.81,1.0,0.9,1.1,0.9,0.65,0.55,0.43,0.59,0.43,0.42,0.48,0.4,0.34,0.33,0.36
d_1,1.15,1.11,1.0,0.83,0.92,0.71,0.56,0.38,0.45,0.56,0.42,0.4,0.38,0.37,0.38,0.26
c_1,1.16,0.91,1.21,1.0,1.34,0.68,0.6,0.49,0.31,0.34,0.39,0.38,0.36,0.36,0.34,0.3
b_1,1.32,1.11,1.09,0.75,1.0,1.26,0.55,0.56,0.45,0.52,0.48,0.41,0.4,0.3,0.4,0.34
a_1,1.6,1.53,1.43,1.45,0.81,1.0,0.74,0.56,0.62,0.62,0.58,0.47,0.56,0.42,0.5,0.53
h_1,2.51,1.81,1.79,1.75,1.76,1.38,1.0,1.09,0.75,0.75,0.8,0.68,0.66,0.68,0.56,0.75
g_1,2.24,2.28,2.56,2.13,1.88,1.79,0.9,1.0,0.85,0.86,0.75,0.97,0.63,0.61,0.71,0.6
d_0,2.37,1.66,2.33,3.47,2.21,1.6,1.36,1.18,1.0,0.73,0.94,0.85,0.84,0.78,0.67,0.83
c_0,2.64,2.33,1.79,2.74,1.81,1.76,1.36,1.15,1.33,1.0,1.32,1.04,0.86,0.91,0.79,0.79
b_0,2.76,2.47,2.43,2.75,2.08,1.69,1.26,1.35,1.04,0.78,1.0,0.9,0.91,1.18,0.68,0.8
f_0,2.55,2.23,2.51,2.66,2.4,2.06,1.51,1.05,1.13,1.02,1.09,1.0,1.0,0.94,1.1,0.65
h_0,3.39,2.5,2.6,2.86,2.41,1.77,1.43,1.54,1.17,1.1,1.1,0.99,1.0,0.84,0.9,0.95
a_0,3.12,3.02,2.89,2.8,3.65,2.02,1.38,1.62,1.17,1.02,0.84,1.09,1.18,1.0,0.94,0.9
e_0,3.88,2.94,2.72,3.21,2.27,2.1,1.75,1.5,1.4,1.31,1.38,0.91,1.13,0.98,1.0,1.02
g_0,3.03,2.87,3.72,3.31,2.83,1.86,1.35,1.68,1.25,1.17,1.27,1.52,1.06,1.12,1.01,1.0
