,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.47,0.25,0.15,0.18,0.16,0.1,0.16,0.22,0.17,0.22,0.21,,0.2,0.2,0.13,0.16
e_1,0.16,1.49,0.15,0.13,0.17,0.15,0.2,0.32,0.17,0.13,0.24,0.17,0.26,0.13,,0.22
d_1,0.19,0.2,1.55,0.13,0.19,0.1,0.18,,0.32,0.14,0.18,0.19,0.23,0.2,0.14,0.21
c_1,0.16,0.19,0.2,1.55,0.23,0.14,0.14,0.17,,0.2,0.19,0.21,0.22,0.21,0.19,0.2
b_1,0.17,0.2,0.13,0.17,1.57,0.21,0.24,0.25,0.2,0.15,,0.18,0.23,0.12,0.12,0.24
a_1,0.19,0.18,0.23,0.18,0.14,1.74,0.21,0.23,0.21,0.21,,0.24,0.23,,0.23,0.17
h_1,0.56,0.34,0.3,0.49,0.36,0.32,1.64,0.4,0.51,0.51,0.39,0.38,,0.38,0.32,0.63
d_0,0.5,0.37,,0.76,0.38,0.35,0.61,1.42,0.63,0.44,0.44,0.5,0.73,0.43,0.47,0.44
c_0,0.54,0.58,0.34,,0.4,0.42,0.48,0.45,1.45,0.48,0.83,0.6,0.6,0.47,0.33,0.51
g_1,0.31,0.48,0.68,0.41,0.4,0.26,0.42,0.43,0.46,1.75,0.51,0.58,0.41,0.33,0.31,
b_0,0.47,0.42,0.55,0.47,,,0.65,0.7,0.55,0.4,1.46,0.48,0.58,0.73,0.47,0.47
f_0,,0.42,0.5,0.41,0.49,0.33,0.65,0.56,0.65,0.51,0.49,1.51,0.65,,0.88,0.54
h_0,0.91,0.55,0.55,0.46,0.6,0.54,,0.71,0.65,0.79,0.64,0.66,,0.39,0.69,0.83
a_0,0.45,0.54,0.51,0.43,0.51,,0.75,0.62,0.66,0.6,0.46,,0.81,1.63,,
e_0,0.49,,0.47,0.41,0.58,0.41,0.83,0.69,0.65,0.67,0.68,0.39,0.56,,1.65,0.56
g_0,0.76,0.42,0.73,0.59,0.44,0.61,0.7,0.66,0.73,,0.85,0.97,0.75,,0.68,
