,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.19,0.9,0.99,0.9,0.73,0.58,0.67,0.58,0.6,0.57,0.56,0.47,0.48,0.41,0.57
e_1,0.86,1.0,0.91,1.12,1.0,0.81,0.7,0.62,0.57,0.87,0.62,0.64,0.6,0.61,0.61,0.6
d_1,1.11,1.09,1.0,0.91,0.93,0.79,0.74,0.58,0.82,0.7,0.66,0.61,0.6,0.6,0.51,0.46
c_1,1.02,0.87,1.09,1.0,1.21,0.96,0.69,0.73,0.64,0.48,0.57,0.64,0.64,0.55,0.59,0.53
b_1,1.1,0.97,1.09,0.84,1.0,1.31,0.79,0.73,0.78,0.65,0.75,0.68,0.66,0.51,0.64,0.59
a_1,1.34,1.24,1.24,1.05,0.8,1.0,0.94,0.86,0.85,0.8,0.86,0.69,0.73,0.76,0.79,0.76
h_1,1.69,1.51,1.37,1.42,1.25,1.05,1.0,1.15,0.91,0.88,0.88,0.83,1.0,0.85,0.8,0.91
g_1,1.53,1.59,1.69,1.36,1.31,1.16,0.89,1.0,1.1,0.9,1.01,1.16,0.84,0.97,0.87,0.88
c_0,1.81,1.71,1.24,1.56,1.28,1.13,1.09,0.92,1.0,1.19,1.32,0.99,1.03,1.02,0.99,0.86
d_0,1.6,1.23,1.4,2.12,1.56,1.22,1.13,1.22,0.85,1.0,1.02,0.86,1.03,0.89,0.82,0.84
b_0,1.84,1.68,1.51,1.68,1.26,1.12,1.15,0.95,0.75,0.98,1.0,0.9,0.98,1.25,0.87,0.88
f_0,1.7,1.57,1.59,1.6,1.51,1.39,1.15,0.89,1.01,1.26,1.14,1.0,1.06,1.09,1.31,0.84
h_0,2.08,1.71,1.7,1.53,1.54,1.35,0.98,1.2,0.97,0.99,1.05,0.95,1.0,0.92,0.94,1.01
a_0,1.95,1.64,1.64,1.9,1.94,1.39,1.21,1.01,0.98,1.11,0.84,1.05,1.07,1.0,0.82,0.87
e_0,2.27,1.72,1.92,1.58,1.72,1.19,1.16,1.22,1.1,1.22,1.15,0.79,1.1,1.41,1.0,0.87
g_0,1.78,1.66,2.11,1.9,1.73,1.4,1.13,1.17,1.16,1.16,1.15,1.25,1.03,1.05,1.2,1.0
