,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.45,19.05,32.82,38.16,44.39,31.78,8.69,6.12,7.81,7.66,6.97,8.01,4.09,5.63,,4.91
f_1,37.36,0.44,30.96,36.87,41.25,32.04,6.0,7.23,12.83,5.47,6.95,,4.26,5.07,4.75,5.88
c_1,30.57,38.61,0.43,35.44,33.19,56.14,8.82,3.53,10.59,,5.95,7.14,4.84,9.71,5.69,4.89
d_1,41.22,36.29,37.75,0.42,33.14,47.07,12.8,,6.83,6.89,5.61,7.15,4.3,11.74,6.0,2.46
b_1,34.51,44.16,19.49,32.19,0.39,34.88,10.17,7.31,10.99,10.29,,8.18,5.33,11.02,8.27,6.94
a_1,58.81,30.89,51.02,75.6,26.65,0.33,11.54,10.21,,8.53,10.36,10.39,7.28,,8.57,5.75
h_1,18.07,23.12,13.03,30.16,18.71,13.35,0.36,3.4,5.76,3.49,3.74,3.94,,3.64,4.06,2.42
d_0,8.06,16.31,17.45,,15.83,13.06,4.82,0.5,5.98,3.01,3.18,2.81,2.1,2.71,3.05,2.28
g_1,24.03,24.31,19.07,18.46,19.66,,3.59,3.82,0.34,4.62,4.89,4.18,2.03,,4.67,
c_0,19.33,16.51,,6.63,12.63,13.38,6.41,3.43,4.3,0.51,3.59,2.94,1.9,2.21,,2.34
b_0,22.37,12.63,22.19,16.08,,16.77,3.88,3.95,4.78,1.75,0.45,3.29,2.62,3.01,3.76,3.89
f_0,16.58,,18.44,18.59,17.04,24.39,3.77,5.17,2.49,3.03,3.84,0.45,2.75,3.89,3.91,1.32
h_0,10.92,9.98,11.5,12.3,14.06,9.66,,2.71,2.67,3.07,3.15,2.64,,2.48,2.22,2.08
a_0,21.49,31.53,27.06,23.83,27.47,,5.15,4.56,,3.1,2.24,3.16,2.63,0.38,,2.42
e_0,,35.63,24.66,21.8,20.34,19.8,7.9,3.81,4.14,,3.98,2.33,2.97,,0.35,3.06
g_0,18.05,16.18,18.03,15.47,11.69,20.44,3.45,2.94,,3.07,3.39,2.55,1.24,3.74,3.0,
