,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.2,0.05,0.03,0.03,0.02,0.03,0.07,0.05,0.04,0.05,0.05,,0.09,0.05,0.03,0.07
e_1,0.03,2.26,0.02,0.02,0.02,0.02,0.07,0.05,0.1,0.07,0.06,0.05,0.07,0.05,,0.06
d_1,0.03,0.03,2.29,0.03,0.03,0.02,0.07,0.04,,0.12,0.05,0.06,0.08,0.03,0.05,0.07
c_1,0.02,0.04,0.03,2.45,0.05,0.02,0.04,0.04,0.06,,0.07,0.06,0.06,0.04,0.05,0.09
b_1,0.03,0.02,0.03,0.03,2.59,0.04,0.05,0.04,0.08,0.08,,0.07,0.09,0.03,0.06,
a_1,0.04,0.03,0.02,0.02,0.03,2.98,0.06,0.07,0.04,0.07,0.05,,0.07,,0.04,0.06
h_1,0.16,0.07,0.1,0.09,0.09,0.06,2.62,0.2,0.3,0.3,0.22,0.23,,0.13,0.22,0.36
g_1,0.11,0.1,0.14,0.1,0.09,0.06,0.2,2.98,0.21,0.24,0.21,0.35,0.23,0.25,0.2,
d_0,0.16,0.18,,0.27,0.11,0.11,0.32,0.22,2.04,0.16,0.3,0.26,0.42,0.23,0.27,0.28
c_0,0.16,0.16,0.15,,0.13,0.07,0.3,0.16,0.37,1.87,0.51,0.33,0.49,0.18,0.35,0.33
b_0,0.18,0.11,0.15,0.15,,0.06,0.27,0.28,0.36,0.31,2.17,0.25,0.49,0.35,0.18,0.3
f_0,,0.14,0.1,0.1,0.13,,0.31,0.33,0.39,0.31,0.26,2.17,0.34,0.3,0.46,0.45
h_0,0.33,0.2,0.24,0.23,0.16,0.13,,0.47,0.43,0.4,0.41,0.39,,0.37,0.3,0.85
a_0,0.13,0.14,0.14,0.1,0.15,,0.25,0.27,0.36,0.4,0.22,0.32,0.39,2.59,0.28,0.32
e_0,0.12,,0.18,0.17,0.12,0.1,0.27,0.21,0.26,0.36,0.33,0.29,0.66,0.26,2.41,0.37
g_0,0.18,0.18,0.39,0.14,,0.2,0.25,,0.4,0.55,0.57,0.55,0.52,0.47,0.28,
