,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.15,49.7,97.24,82.79,85.15,82.29,25.5,29.17,15.77,15.34,15.69,20.38,12.53,14.48,,10.06
f_1,89.95,1.15,78.71,98.31,93.39,98.75,14.57,24.14,14.43,17.47,18.3,,7.34,18.1,24.36,9.47
d_1,127.17,96.79,1.15,98.31,93.39,89.77,22.05,15.56,,18.5,20.33,16.86,12.91,21.29,14.83,7.49
c_1,111.76,79.96,122.44,1.15,85.15,141.07,19.43,31.82,11.3,,23.87,19.56,12.53,13.41,18.94,20.12
b_1,111.76,114.94,132.24,54.24,1.15,85.87,29.14,29.17,19.94,25.16,,22.23,14.69,30.17,28.42,11.93
a_1,167.64,245.2,143.74,149.81,99.83,1.15,62.77,30.43,35.68,33.11,42.23,32.6,17.04,,,18.94
h_1,97.05,126.83,64.82,136.78,99.83,103.95,2.0,50.0,19.37,16.55,18.3,16.86,,18.1,11.76,13.42
g_1,147.52,147.12,110.2,104.87,96.5,103.95,25.5,2.0,37.67,17.97,20.33,23.29,12.91,,,
d_0,46.1,96.79,,78.65,85.15,85.87,32.64,28.0,2.91,17.47,26.14,14.82,9.91,25.86,28.42,15.33
c_0,89.95,91.95,53.32,,111.35,94.05,30.22,20.59,26.08,3.11,22.88,20.38,12.53,19.05,14.83,12.38
b_0,99.68,118.65,122.44,116.52,,179.55,31.38,25.93,22.6,12.1,2.95,14.38,21.3,24.13,31.0,21.47
f_0,108.47,,143.74,125.84,144.75,70.54,48.0,20.59,22.6,19.66,24.95,3.24,14.69,,20.06,18.94
h_0,102.44,94.31,78.71,89.89,93.39,109.72,,24.14,19.94,22.46,17.71,17.46,,12.07,16.24,13.42
a_0,160.35,136.22,174.0,209.73,160.83,,58.29,,37.67,37.0,15.25,,30.43,2.99,,23.0
e_0,,183.9,236.14,165.58,160.83,,34.0,,35.68,48.38,30.5,15.77,38.73,,2.91,
g_0,167.64,102.17,157.43,121.0,144.75,164.58,23.31,,21.19,29.95,21.12,30.56,14.69,20.11,,
