,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,2.4,0.63,0.64,0.84,0.86,0.83,1.67,2.43,1.65,1.9,1.6,1.75,2.07,2.21,2.01,1.05
f_1,1.35,2.48,0.77,0.75,0.71,0.55,1.12,1.68,1.19,1.52,1.64,0.72,1.97,1.48,2.17,1.03
d_1,0.79,0.83,2.52,0.64,0.75,0.79,1.63,1.0,1.23,2.72,2.14,1.8,2.16,1.59,1.93,1.57
c_1,0.69,0.75,0.82,2.53,1.16,0.8,1.55,1.45,1.57,0.68,1.33,1.51,2.07,1.54,1.99,1.81
b_1,0.7,0.72,0.86,0.69,2.65,1.23,1.65,1.56,1.48,1.71,0.86,1.89,1.94,1.41,2.04,2.08
a_1,0.66,0.85,0.8,0.8,0.74,3.23,1.36,1.78,1.66,1.9,1.98,2.07,2.19,0.79,1.61,1.88
h_1,0.87,1.41,1.02,0.95,0.87,1.01,3.97,2.52,2.55,1.86,1.83,2.05,1.85,2.39,4.29,2.53
d_0,0.87,1.08,0.45,1.74,1.02,1.02,1.72,3.57,1.6,1.9,2.45,2.24,3.16,1.96,2.5,2.51
g_1,0.76,1.09,1.53,0.93,0.93,0.66,1.73,2.21,4.49,2.11,2.32,3.16,2.35,2.19,2.03,2.95
c_0,0.93,1.32,0.92,0.9,0.96,1.1,2.34,2.6,2.08,3.74,3.99,2.28,3.11,2.42,2.9,2.26
b_0,1.08,1.16,0.88,1.26,0.62,0.66,2.33,2.21,2.05,1.75,4.18,2.63,3.25,4.44,2.61,2.07
f_0,0.95,0.7,1.19,1.27,0.97,0.84,2.24,2.34,2.05,2.31,2.27,4.09,3.08,2.24,3.14,3.97
h_0,1.06,1.34,0.96,1.18,1.01,0.78,1.21,2.05,2.43,1.92,2.29,1.96,1.53,2.18,2.82,2.66
a_0,0.88,1.2,1.12,1.12,0.89,,2.17,2.68,2.58,2.2,1.76,2.8,3.69,4.8,3.44,2.63
g_0,0.86,0.95,1.55,1.01,1.02,0.95,1.42,2.28,1.28,2.06,2.3,3.1,2.72,1.93,2.05,2.43
e_0,0.5,1.65,1.29,1.17,0.69,0.93,1.89,2.01,1.77,2.49,3.0,1.76,2.67,2.37,2.74,5.03
