,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.74,0.94,1.29,1.02,0.96,0.97,1.18,1.41,1.03,0.98,1.0,1.05,0.97,1.07,0.98
f_1,1.35,1.0,1.0,1.02,0.86,0.94,0.8,1.08,0.92,0.92,0.97,0.91,0.89,0.91,0.9,1.11
d_1,1.06,1.0,1.0,0.9,1.06,1.02,0.94,0.75,1.02,1.27,1.15,0.91,1.03,0.97,0.97,0.77
c_1,0.77,0.98,1.11,1.0,1.35,0.97,1.13,1.01,0.71,0.68,0.97,0.91,1.01,1.23,1.12,1.11
b_1,0.98,1.17,0.95,0.74,1.0,1.44,1.19,1.04,0.95,1.16,0.72,1.04,1.0,0.73,1.15,0.86
a_1,1.05,1.06,0.98,1.03,0.69,1.0,1.23,1.09,0.99,1.08,1.06,1.05,1.26,1.08,0.91,1.3
h_1,1.0,1.29,1.06,0.87,0.82,0.82,1.0,1.13,1.02,0.91,0.84,0.99,0.95,0.9,0.92,1.29
g_1,0.87,0.94,1.32,1.04,0.91,0.94,0.88,1.0,1.01,0.9,1.04,1.38,0.86,0.86,0.78,1.11
d_0,0.73,1.1,0.96,1.38,1.09,0.99,0.96,0.99,1.0,0.91,1.0,1.09,1.02,1.15,0.89,0.84
c_0,0.96,1.16,0.78,1.46,0.84,0.97,1.07,1.09,1.15,1.0,1.37,1.1,1.04,1.17,1.06,0.98
b_0,1.01,0.98,0.85,1.05,1.57,0.95,1.21,0.98,1.0,0.81,1.0,0.96,1.08,1.38,1.0,1.09
f_0,0.95,1.05,1.1,1.08,0.96,0.95,1.03,0.75,0.92,0.93,0.96,1.0,0.95,1.01,1.37,0.87
h_0,0.96,1.16,0.95,1.0,1.04,0.79,1.03,1.19,0.97,0.96,0.94,1.08,1.0,1.12,0.82,1.19
a_0,1.03,1.08,0.99,0.83,1.36,0.93,1.11,1.2,0.91,0.9,0.7,1.02,0.94,1.0,0.96,1.13
e_0,0.94,1.18,1.1,0.91,0.89,1.18,1.06,1.19,1.07,0.88,0.99,0.75,1.22,0.96,1.0,0.99
g_0,0.99,0.93,1.28,0.93,1.08,0.73,0.75,0.91,1.13,0.93,0.89,1.15,0.8,0.91,0.99,1.0
