,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.78,0.93,1.05,0.92,0.71,0.54,0.5,0.43,0.59,0.42,0.48,0.35,0.31,0.35,0.34
f_1,1.25,1.0,0.92,0.97,0.78,0.62,0.45,0.47,0.41,0.44,0.41,0.36,0.29,0.32,0.26,0.31
d_1,1.04,1.09,1.0,0.92,0.78,0.61,0.5,0.38,0.55,0.45,0.46,0.4,0.35,0.32,0.35,0.28
c_1,0.94,1.07,1.09,1.0,1.27,0.71,0.52,0.51,0.41,0.35,0.39,0.39,0.37,0.35,0.29,0.32
b_1,1.09,1.27,1.27,0.81,1.0,1.23,0.59,0.53,0.56,0.44,0.48,0.42,0.44,0.34,0.37,0.4
a_1,1.39,1.59,1.63,1.39,0.82,1.0,0.78,0.64,0.67,0.7,0.75,0.59,0.61,0.47,0.54,0.54
h_1,1.94,2.16,1.96,1.96,1.69,1.27,1.0,1.02,0.83,0.82,0.8,0.73,0.67,0.69,0.65,0.71
g_1,2.1,2.12,2.55,1.96,1.81,1.48,1.0,1.0,0.96,0.84,0.9,1.07,0.76,0.8,0.75,0.72
c_0,2.37,2.43,1.86,2.54,1.84,1.47,1.17,1.01,1.0,1.13,1.23,0.87,0.81,0.81,0.77,0.75
d_0,1.75,2.21,2.34,2.86,2.33,1.45,1.17,1.15,0.84,1.0,0.88,0.9,0.83,0.79,0.74,0.78
b_0,2.41,2.41,2.14,2.67,2.1,1.38,1.24,1.07,0.8,1.15,1.0,0.91,0.89,1.07,0.77,0.79
f_0,2.08,2.72,2.45,2.71,2.37,1.61,1.32,0.96,1.07,1.1,1.08,1.0,0.9,0.91,1.19,0.64
h_0,2.96,3.41,2.95,2.62,2.18,1.56,1.45,1.31,1.19,1.22,1.09,1.15,1.0,0.94,0.93,1.07
a_0,3.13,3.02,3.0,2.89,2.95,2.21,1.54,1.33,1.22,1.21,0.95,1.12,1.06,1.0,0.88,0.93
e_0,2.99,3.92,2.96,3.47,2.9,1.76,1.47,1.2,1.22,1.27,1.3,0.87,1.01,1.12,1.0,0.89
g_0,3.02,3.19,3.64,3.1,2.61,1.83,1.44,1.44,1.36,1.34,1.29,1.47,0.95,1.01,1.07,1.0
