,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.15,83.55,78.02,97.39,92.32,74.72,15.96,27.42,13.85,15.9,23.15,,7.77,14.26,19.61,10.26
e_1,40.66,1.15,93.63,103.68,73.38,88.95,20.63,50.62,17.59,17.22,17.2,23.52,12.43,14.81,,11.36
d_1,106.89,108.12,1.15,86.86,86.73,88.95,28.2,16.05,,19.38,14.68,20.58,11.76,20.26,23.53,8.59
c_1,89.07,94.26,102.41,1.15,95.4,93.4,30.21,29.91,10.85,,20.76,13.0,13.59,20.26,20.76,15.14
b_1,110.03,114.88,117.04,55.41,1.15,116.75,35.25,18.8,21.0,38.75,,20.58,13.18,16.04,23.53,22.71
a_1,249.4,141.38,163.85,189.06,89.44,1.15,42.3,,34.26,32.63,33.44,,15.54,,32.09,
h_1,87.0,105.03,86.24,103.68,75.32,93.4,2.0,25.31,19.73,17.71,24.08,15.94,,14.81,18.58,13.83
g_1,162.65,175.05,172.47,89.28,143.1,,24.17,2.0,25.04,20.67,21.5,27.44,13.59,,20.76,
d_0,110.03,51.06,,80.35,86.73,93.4,25.64,38.71,2.99,20.0,23.15,15.94,12.43,17.5,25.21,12.72
c_0,98.45,96.74,52.85,,106.0,109.88,20.63,21.23,28.3,3.16,24.08,17.03,18.91,22.65,12.61,12.72
b_0,95.92,111.39,102.41,139.74,,98.32,33.84,27.42,23.25,10.16,2.85,24.7,16.73,21.39,20.76,12.23
f_0,,167.09,131.08,160.7,143.1,,25.64,17.78,21.7,32.63,24.08,3.05,15.0,,19.61,10.6
h_0,77.94,89.66,84.03,73.05,106.0,103.78,,26.32,25.04,15.12,17.2,17.64,,20.26,16.81,13.83
a_0,233.81,141.38,182.06,178.56,150.63,,52.88,,26.04,31.0,12.54,,33.46,3.24,,26.5
e_0,207.83,,156.05,169.16,159.0,169.82,47.0,50.62,46.5,29.52,46.31,21.48,25.59,,2.94,24.46
g_0,196.89,136.15,126.04,146.09,168.35,,32.54,,19.15,25.83,35.41,19.0,11.15,25.67,27.15,
