,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,1.1,1.85,3.26,3.42,3.12,3.13,0.95,0.69,0.68,1.02,0.68,0.76,0.56,0.49,1.17,0.5
f_1,3.06,1.1,3.36,2.6,3.17,2.86,0.7,0.73,0.63,0.91,0.62,0.99,0.58,0.34,0.64,0.56
c_1,2.57,3.24,1.11,4.17,3.23,3.18,1.09,0.4,0.94,0.92,0.74,0.7,0.59,0.45,0.51,0.48
d_1,4.28,4.22,3.36,1.1,3.1,2.89,0.75,1.23,0.64,0.59,0.58,0.66,0.71,0.45,0.65,0.29
b_1,3.8,4.23,2.06,3.73,1.12,3.84,1.14,0.77,1.01,1.25,1.28,0.82,0.92,0.66,0.63,0.59
a_1,6.63,6.28,5.78,6.65,2.92,1.13,1.58,1.35,1.16,1.84,1.13,1.41,2.34,0.79,1.12,0.74
h_1,12.09,12.41,10.73,10.52,10.17,9.57,1.63,2.57,2.36,3.4,2.37,2.23,2.31,2.33,2.3,1.6
d_0,7.93,12.77,14.35,19.74,13.64,14.65,4.65,1.92,2.91,4.5,3.03,2.67,2.58,2.25,2.79,2.15
c_0,16.01,14.66,24.56,7.88,14.67,13.34,3.78,4.25,1.91,3.74,3.39,2.73,3.14,2.31,3.58,1.8
g_1,15.46,16.7,14.48,12.59,16.31,12.48,2.9,3.4,2.6,1.66,2.6,2.97,2.47,1.53,3.06,2.55
b_0,14.47,15.51,22.25,14.03,22.98,14.65,4.36,3.38,1.88,4.29,2.1,2.77,3.19,2.26,3.54,2.01
f_0,14.18,29.19,18.42,17.1,17.27,16.82,5.01,3.71,3.32,3.1,3.45,1.92,3.51,2.34,3.27,1.67
a_0,19.37,23.96,27.62,21.18,28.34,30.7,6.33,4.88,3.74,6.84,2.54,4.71,2.21,3.51,4.53,3.41
h_0,23.39,22.86,25.7,23.17,24.12,18.25,8.77,4.91,4.78,6.04,5.0,4.79,4.14,4.24,3.95,3.34
e_0,33.66,40.4,28.33,31.35,28.9,19.15,7.52,5.55,5.61,6.44,5.73,2.82,5.22,3.99,2.25,3.64
g_0,28.14,31.3,33.15,27.57,28.9,25.12,6.06,6.92,5.8,11.75,5.78,6.7,5.89,3.31,6.07,5.59
