,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.92,0.69,0.35,0.4,0.28,0.2,0.35,0.28,0.33,0.32,0.31,0.22,0.34,0.24,0.17,0.27
e_1,0.44,0.92,0.35,0.45,0.34,0.2,0.42,0.3,0.58,0.33,0.36,0.32,0.36,0.25,0.18,0.29
d_1,0.43,0.41,0.92,0.3,0.29,0.24,0.38,0.37,0.27,0.59,0.42,0.33,0.41,0.27,0.24,0.32
c_1,0.45,0.4,0.37,0.91,0.59,0.23,0.33,0.26,0.33,0.23,0.19,0.26,0.33,0.2,0.19,0.26
b_1,0.46,0.37,0.37,0.4,0.9,0.45,0.4,0.29,0.36,0.3,0.25,0.29,0.32,0.17,0.21,0.28
a_1,0.46,0.41,0.39,0.39,0.3,0.89,0.44,0.34,0.39,0.34,0.33,0.29,0.32,0.21,0.26,0.28
h_1,0.6,0.45,0.44,0.41,0.3,0.22,0.65,0.45,0.37,0.33,0.36,0.3,0.31,0.23,0.22,0.35
g_1,0.44,0.38,0.63,0.41,0.3,0.24,0.4,0.66,0.31,0.37,0.37,0.43,0.4,0.25,0.26,0.26
d_0,0.48,0.4,0.32,0.7,0.4,0.21,0.36,0.3,0.54,0.24,0.32,0.3,0.38,0.26,0.25,0.32
c_0,0.48,0.44,0.51,0.35,0.26,0.2,0.45,0.42,0.42,0.59,0.68,0.34,0.45,0.41,0.28,0.35
b_0,0.5,0.45,0.47,0.46,0.25,0.17,0.44,0.4,0.4,0.4,0.58,0.34,0.42,0.56,0.29,0.32
f_0,0.42,0.35,0.54,0.45,0.35,0.23,0.41,0.31,0.4,0.38,0.38,0.53,0.44,0.33,0.48,0.34
h_0,0.56,0.45,0.51,0.4,0.31,0.2,0.3,0.41,0.36,0.36,0.36,0.3,0.31,0.28,0.22,0.38
a_0,0.53,0.45,0.52,0.46,0.35,0.18,0.39,0.35,0.36,0.35,0.35,0.36,0.46,0.47,0.29,0.33
e_0,0.49,0.37,0.47,0.4,0.3,0.25,0.39,0.36,0.38,0.43,0.36,0.34,0.45,0.3,0.5,0.35
g_0,0.41,0.41,0.64,0.41,0.34,0.21,0.35,0.32,0.32,0.38,0.34,0.49,0.35,0.28,0.3,0.25
