,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.04,1.63,1.29,1.66,1.23,1.19,0.45,0.57,0.49,0.4,0.45,0.5,0.29,0.36,0.32,0.3
e_1,1.1,1.04,1.55,1.86,1.58,1.19,0.54,0.62,0.53,0.43,0.47,0.53,0.36,0.43,0.47,0.32
d_1,1.87,1.93,1.04,1.53,1.3,1.29,0.59,0.42,0.64,0.52,0.48,0.44,0.33,0.37,0.37,0.25
c_1,1.56,1.3,2.02,1.04,1.93,1.23,0.64,0.58,0.34,0.55,0.43,0.46,0.35,0.4,0.37,0.35
b_1,2.14,1.82,1.96,1.17,1.05,1.72,0.75,0.67,0.51,0.71,0.64,0.52,0.45,0.5,0.45,0.44
a_1,3.01,2.77,2.46,2.43,1.52,1.06,1.08,0.92,0.87,0.8,0.94,0.64,0.6,0.81,0.58,0.57
h_1,4.56,4.39,4.27,3.85,3.9,3.35,1.22,1.63,1.39,1.11,1.11,1.09,1.03,1.01,1.09,0.97
g_1,5.07,4.89,5.36,5.0,4.56,4.0,1.59,1.26,1.48,1.4,1.31,1.56,0.92,1.2,1.37,0.93
d_0,4.52,3.65,5.62,6.02,5.83,4.03,1.99,2.13,1.34,1.44,1.34,1.41,1.24,1.37,1.46,1.09
c_0,6.64,6.64,3.81,7.48,5.24,4.29,2.61,1.9,2.33,1.34,1.94,1.44,1.35,1.63,1.59,1.12
b_0,6.15,5.58,5.08,8.02,6.84,4.77,2.57,2.08,1.99,1.1,1.31,1.66,1.44,1.65,1.56,1.21
f_0,7.55,5.95,6.19,6.61,6.24,5.75,2.61,1.64,2.13,1.91,1.75,1.34,1.41,1.49,2.01,0.97
h_0,8.49,7.18,7.15,7.64,5.88,5.54,2.97,2.68,2.25,1.9,1.89,1.84,1.85,1.73,1.73,1.54
a_0,8.03,7.38,7.67,7.94,7.15,6.92,3.02,2.75,2.67,1.95,1.47,2.03,1.58,1.45,1.93,1.6
e_0,11.27,8.83,7.82,8.18,7.07,7.37,3.13,2.17,2.41,2.08,2.26,1.32,1.67,1.95,1.46,1.47
g_0,9.27,9.18,8.94,8.77,7.96,7.02,2.97,3.69,3.04,2.66,2.47,2.68,1.64,2.17,2.28,2.16
