,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.31,1.13,0.84,1.26,1.05,0.8,1.95,1.63,3.65,1.97,2.22,1.97,2.91,1.87,1.41,2.35
f_1,1.69,2.34,0.87,1.07,1.05,0.66,1.75,1.51,2.29,2.05,1.93,1.39,2.63,1.46,0.99,2.47
d_1,1.08,1.2,2.51,0.8,0.84,0.8,2.06,1.82,1.5,3.93,2.58,2.29,2.96,2.2,2.05,2.39
c_1,0.98,0.99,1.01,2.53,1.75,0.85,1.96,1.65,2.01,1.27,1.58,2.05,2.55,1.71,2.12,2.11
b_1,0.96,1.06,1.13,1.14,2.63,1.51,1.85,1.78,1.96,1.91,1.51,2.04,2.44,1.49,1.73,2.29
a_1,1.12,1.18,1.03,1.02,1.0,3.25,2.04,1.61,2.31,2.38,2.18,2.17,3.12,1.14,2.06,2.74
h_1,1.13,1.48,1.19,1.07,0.95,0.84,3.5,2.43,1.9,2.23,2.33,2.19,2.1,1.82,1.92,3.44
g_1,0.98,1.17,1.66,1.09,0.93,0.85,1.94,3.83,1.86,2.42,2.4,3.37,2.67,2.05,2.57,2.02
d_0,1.12,1.16,0.77,1.82,1.25,0.83,2.17,1.87,3.32,1.58,2.15,2.06,2.74,1.75,1.96,2.52
c_0,1.25,1.4,1.14,0.99,0.81,0.72,2.37,2.03,2.21,3.35,3.91,2.08,3.19,2.44,2.24,2.88
b_0,1.3,1.35,1.16,1.13,0.75,0.76,2.2,1.94,2.31,2.28,3.5,1.92,2.96,3.72,2.03,3.03
f_0,0.94,1.06,1.42,1.04,1.06,0.83,2.56,2.04,2.26,2.66,2.43,3.56,3.24,2.11,3.94,3.24
h_0,1.22,1.45,1.21,1.12,1.04,0.67,1.68,2.2,2.41,2.28,2.06,2.21,2.07,1.65,1.83,3.36
a_0,1.23,1.36,1.23,1.02,0.9,0.6,1.96,2.0,2.06,2.7,2.18,1.98,3.33,3.95,2.1,2.9
e_0,1.04,1.36,1.13,1.05,1.18,0.95,2.4,2.14,2.05,2.38,2.54,2.05,3.56,2.02,3.84,2.65
g_0,1.08,1.1,1.59,1.09,0.9,0.88,2.11,1.75,1.97,2.39,2.29,3.02,2.9,2.25,2.2,2.44
