,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,e_0,g_0,a_0
e_1,2.47,1.08,1.09,1.56,1.34,1.12,2.29,2.33,4.25,2.85,3.05,2.96,3.31,2.18,3.55,2.95
f_1,1.97,2.5,1.15,1.06,1.19,0.93,2.31,2.24,2.4,2.56,1.72,2.73,3.11,2.18,2.77,2.61
d_1,1.25,1.43,2.54,1.01,1.12,1.15,2.51,2.16,2.21,4.06,2.68,3.27,3.1,2.81,3.57,3.03
c_1,0.93,1.29,1.23,2.54,1.86,1.33,2.36,2.19,2.33,1.3,2.62,2.07,3.23,2.67,3.0,2.55
b_1,1.14,1.25,1.35,1.08,2.67,1.97,2.22,2.36,2.76,2.64,2.15,1.6,3.8,2.75,3.08,2.35
a_1,1.21,1.37,1.31,1.22,1.05,3.24,2.64,2.72,2.68,2.98,3.1,2.83,3.19,2.47,3.55,2.31
h_1,1.32,1.72,1.43,1.35,1.32,1.2,4.09,2.99,2.67,3.02,2.78,3.03,2.92,2.39,4.28,2.86
g_1,1.14,1.1,1.87,1.54,1.28,1.16,2.36,4.4,2.52,2.98,4.27,3.33,3.51,3.31,2.99,2.8
d_0,1.12,1.36,0.77,2.32,1.27,1.31,2.56,2.87,4.09,2.35,3.15,2.41,3.64,2.89,3.39,3.06
c_0,1.44,1.41,1.34,1.34,1.1,1.23,2.86,2.98,3.17,4.17,3.41,5.14,3.95,3.3,3.66,3.81
f_0,1.08,1.21,1.5,1.55,1.46,1.42,2.58,2.31,2.85,3.04,4.34,2.94,3.46,5.81,3.43,3.27
b_0,1.43,1.39,1.35,1.57,1.09,1.33,2.61,2.71,3.17,2.42,3.41,4.41,4.03,3.21,4.33,5.4
h_0,1.32,1.71,1.46,1.38,1.2,1.27,2.01,3.32,2.87,2.58,3.15,2.69,3.09,2.83,4.54,2.99
e_0,0.94,1.54,1.48,1.53,1.17,1.59,3.08,2.65,3.27,3.06,2.26,2.78,4.27,5.28,3.54,2.82
g_0,1.22,1.3,1.82,1.39,1.21,1.31,2.58,2.51,2.58,2.92,4.29,3.0,3.07,3.35,3.2,2.9
a_0,1.25,1.55,1.55,1.48,1.21,1.0,2.94,3.18,2.65,2.81,2.91,2.73,4.08,3.49,3.67,5.04
