,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.45,20.14,27.96,36.23,33.84,36.44,10.09,6.63,9.91,7.23,7.3,7.31,4.55,7.11,4.02,
f_1,46.05,0.44,35.3,34.25,35.13,27.86,5.97,6.45,8.95,4.83,7.1,,3.41,9.88,6.22,5.67
d_1,33.41,28.27,0.43,40.63,30.46,,9.65,,6.16,8.64,8.59,7.74,4.23,6.48,2.86,6.69
c_1,35.37,37.44,45.55,0.42,41.34,26.23,12.46,3.8,8.74,,9.31,6.92,5.31,8.14,5.6,4.0
b_1,37.07,36.17,36.03,16.8,0.39,43.05,14.93,7.59,10.54,14.49,,9.27,5.16,6.79,5.03,9.24
a_1,41.71,73.36,,56.91,20.53,0.34,9.25,8.17,,10.39,7.51,9.85,6.54,,7.43,6.46
h_1,16.93,15.65,17.71,17.24,25.0,21.77,0.36,4.08,5.41,2.85,3.37,2.75,,5.05,2.82,5.38
d_0,8.43,18.46,,13.09,12.11,13.11,4.03,0.51,5.48,4.67,2.84,2.83,2.55,2.42,2.3,3.72
g_1,24.59,22.39,14.06,19.85,25.21,,4.85,4.83,0.33,4.24,5.15,5.27,1.81,3.97,,
c_0,17.91,15.59,7.85,,17.29,19.58,3.61,3.55,4.46,0.47,3.46,3.48,2.18,2.68,3.43,3.63
b_0,16.26,16.8,19.83,16.95,,29.08,4.62,3.92,3.54,1.94,0.45,3.48,2.1,3.78,2.08,3.28
f_0,16.01,,16.48,20.17,14.18,24.23,5.59,3.36,3.89,3.82,3.82,0.44,2.0,4.66,1.26,2.75
h_0,14.19,9.6,15.15,13.03,21.57,13.57,,2.14,2.64,2.68,1.98,2.4,,2.09,1.9,2.79
a_0,32.62,21.63,19.9,23.97,19.83,,6.49,4.34,5.73,4.92,2.6,3.71,2.91,0.37,3.65,
g_0,16.22,20.48,14.33,14.13,18.63,11.82,2.69,2.49,,2.18,2.58,3.34,1.74,2.59,,3.61
e_0,,28.6,27.62,27.16,14.54,20.62,4.39,5.12,,3.9,4.01,2.26,3.25,,2.55,0.37
