,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.67,6.98,6.26,7.28,5.71,4.4,2.0,2.49,1.77,1.87,1.74,,1.25,2.13,2.04,1.9
e_1,3.96,0.67,5.37,4.68,6.4,5.04,3.58,2.67,2.09,2.09,2.55,2.06,1.73,2.04,,1.8
d_1,5.49,7.03,0.66,5.46,5.8,6.11,2.84,1.94,,2.43,1.95,2.82,1.54,1.86,1.72,1.05
c_1,5.41,7.04,6.18,0.64,6.51,7.26,2.79,2.56,1.34,,2.14,2.83,1.53,2.48,1.71,2.34
b_1,6.73,7.05,6.34,3.92,0.62,6.1,2.83,2.79,2.71,2.54,,2.44,2.09,1.77,2.38,
a_1,6.55,7.56,7.19,6.88,4.61,0.58,4.01,4.23,2.43,3.82,3.78,,2.28,,2.53,1.65
h_1,4.73,3.91,4.16,6.07,5.16,3.91,0.62,2.21,1.72,1.82,1.8,1.67,,1.7,1.84,2.16
g_1,5.48,5.65,7.3,5.9,5.87,3.52,2.26,0.58,2.13,2.75,1.74,1.77,1.23,1.9,2.17,
d_0,7.05,3.55,,5.69,4.0,5.94,1.88,2.24,0.7,1.34,1.6,1.45,1.53,1.47,1.98,1.43
c_0,6.0,4.48,3.05,,3.86,3.95,1.85,1.84,3.05,0.73,2.01,1.82,1.66,1.31,1.67,1.18
b_0,5.92,4.62,6.21,4.67,,4.53,2.26,2.37,1.92,1.24,0.68,1.97,1.63,2.41,1.5,1.13
f_0,,5.53,4.38,4.7,4.35,,2.23,1.66,2.14,1.73,2.0,0.68,1.55,1.74,2.07,1.28
h_0,4.65,4.93,4.67,5.42,4.03,4.66,,2.48,1.54,1.35,1.37,1.77,,1.57,1.01,1.57
a_0,5.82,5.68,8.01,6.1,8.12,,3.31,2.05,2.36,2.88,1.5,1.84,1.68,0.62,2.01,1.32
e_0,7.78,,6.23,6.58,5.07,5.92,2.23,2.24,1.93,1.69,2.77,1.31,2.25,1.87,0.64,2.01
g_0,4.62,5.15,5.66,3.73,,5.32,1.53,,2.08,1.99,2.15,1.58,0.96,1.96,1.54,
