,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,101.76,53.48,61.96,123.11,117.54,321.94,9132.16,14824.58,26107.94,19068.21,28921.7,33745.27,114520.56,90586.95,75821.1,250603.26
f_1,74.4,113.29,71.35,84.74,88.84,282.95,8038.53,12501.06,14546.33,16010.52,25957.26,19810.22,98546.93,82217.81,74435.45,221508.73
d_1,50.35,53.83,134.01,71.1,97.33,298.05,7925.04,11125.6,9564.19,26488.0,32290.65,25615.91,105073.38,91086.59,95244.13,179701.73
c_1,34.72,48.19,58.53,163.1,143.09,279.53,8704.1,10731.67,11706.3,9046.92,19673.16,25546.97,89570.33,81416.32,84986.32,202940.54
b_1,35.82,54.04,55.81,65.6,185.92,446.7,8512.14,10645.81,11711.5,13911.97,13623.7,25559.48,80995.54,53382.55,91510.52,173103.73
a_1,29.4,34.93,38.66,49.15,42.6,481.5,5696.08,8336.35,9098.58,10352.33,16313.34,18524.38,65806.07,48596.65,53008.02,157840.54
h_1,11.44,18.5,19.54,19.75,25.19,68.18,3610.29,4393.98,3713.35,4062.0,5973.77,6539.79,18932.23,19811.11,22738.14,76885.11
g_1,9.63,11.64,22.82,17.92,22.38,59.87,1722.39,5042.14,3360.47,3956.84,5323.78,9038.68,19637.89,18686.34,20285.48,42006.7
d_0,9.03,12.51,11.01,31.44,23.72,77.44,1899.63,2756.8,4595.27,3096.29,5956.09,6546.43,24149.66,20205.3,20394.28,43250.44
c_0,10.46,13.59,13.39,16.72,16.54,64.86,2007.23,2984.66,3602.13,5311.63,9356.13,6281.5,23799.01,23896.27,20144.27,48009.44
b_0,9.95,10.95,11.91,17.67,14.13,50.43,1723.03,2684.72,3089.89,3224.12,7296.72,5720.36,22563.82,27417.95,17067.6,45096.49
f_0,7.89,8.6,13.67,16.22,18.47,61.12,1804.26,2304.07,3017.33,3075.31,4497.11,7569.12,20615.57,15975.32,32599.48,40826.98
h_0,6.43,9.35,8.84,10.7,12.39,35.37,976.09,2060.3,1747.89,2328.33,3086.54,3652.98,11498.65,11130.79,9964.11,37323.53
a_0,6.66,7.88,9.04,10.36,13.46,27.16,1197.9,1860.62,1690.99,2150.93,3175.32,3737.97,14091.09,18371.72,12733.43,30538.4
e_0,4.18,7.91,9.89,10.25,11.22,38.72,1301.99,1721.85,1945.42,2291.29,3874.11,3459.79,14714.74,11284.69,19534.76,32752.95
g_0,4.34,5.24,9.59,8.8,9.29,26.68,764.05,1183.41,1369.72,1747.91,2570.89,3996.48,9026.42,8114.58,10549.72,17808.01
