,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.32,0.91,0.42,0.41,0.43,0.35,0.83,0.81,0.76,1.06,0.91,0.33,1.07,0.66,0.66,1.05
e_1,0.6,2.33,0.42,0.62,0.38,0.36,0.97,0.96,0.67,1.75,0.94,0.96,1.26,0.74,0.43,1.17
d_1,0.5,0.46,2.37,0.31,0.47,0.4,0.87,2.1,0.84,0.54,1.24,1.08,1.5,0.98,0.97,1.15
c_1,0.44,0.42,0.43,2.5,0.94,0.27,0.8,0.31,0.74,0.79,0.76,0.82,1.27,0.91,0.77,1.25
b_1,0.52,0.41,0.59,0.34,2.52,0.77,0.91,0.93,0.78,0.94,0.35,0.86,1.24,0.6,0.68,1.17
a_1,0.53,0.48,0.52,0.53,0.37,2.96,1.1,0.94,0.62,1.24,0.85,1.06,1.31,0.47,0.66,1.13
h_1,0.89,0.57,0.6,0.55,0.43,0.51,2.9,1.1,1.21,1.0,1.19,0.95,0.8,1.3,0.85,1.75
c_0,0.71,0.59,0.67,0.37,0.43,0.47,1.14,2.58,1.28,1.26,2.44,1.37,1.82,1.34,1.02,1.31
g_1,0.46,0.55,1.02,0.55,0.55,0.4,0.94,1.44,3.29,0.85,1.07,1.72,1.44,0.93,0.81,0.64
d_0,0.61,0.68,0.36,1.13,0.47,0.38,1.28,0.95,0.89,2.47,1.22,0.93,1.61,1.05,0.94,1.1
b_0,0.73,0.57,0.65,0.66,0.25,0.33,1.23,1.38,1.04,1.17,2.85,1.22,1.72,2.53,1.13,1.11
f_0,0.36,0.45,0.66,0.67,0.57,0.39,1.21,1.52,1.06,1.26,1.4,2.81,1.89,1.61,2.53,1.46
h_0,0.91,0.59,0.69,0.6,0.5,0.32,0.68,1.23,1.34,1.25,1.02,1.1,0.89,0.95,1.15,1.72
a_0,0.66,0.6,0.67,0.74,0.53,0.16,1.16,1.22,1.19,1.35,1.33,1.32,1.77,2.84,1.21,1.3
e_0,0.6,0.27,0.62,0.76,0.6,0.48,1.22,1.49,1.34,1.29,1.37,1.29,1.7,1.14,3.12,1.82
g_0,0.48,0.57,0.96,0.64,0.47,0.44,1.14,1.21,0.81,1.33,1.44,1.98,1.4,0.97,1.13,0.72
