,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.34,1.16,1.36,0.93,0.97,0.73,1.71,3.54,1.79,1.95,2.18,2.11,2.5,2.04,1.41,2.22
f_1,1.75,2.39,1.04,0.98,0.81,0.72,1.76,2.34,1.64,2.14,2.14,1.52,2.47,1.95,1.18,2.32
c_1,0.97,1.11,2.45,0.96,1.74,0.81,1.75,2.07,1.53,1.24,1.38,1.86,2.59,1.58,1.87,2.41
d_1,1.14,1.17,0.83,2.49,0.87,0.82,1.97,1.61,2.05,3.87,2.8,2.16,2.76,2.29,1.97,2.58
b_1,0.92,1.13,1.05,1.0,2.64,1.76,2.03,1.91,1.57,2.09,1.43,1.88,2.86,1.34,1.86,2.55
a_1,1.06,1.29,1.17,1.03,0.92,3.11,2.1,1.98,1.49,1.92,2.35,1.92,2.95,1.37,2.1,2.34
h_1,1.0,1.49,1.23,1.19,1.06,0.75,3.54,1.92,2.23,1.79,2.13,1.93,2.59,2.01,2.16,3.26
d_0,1.13,1.11,1.91,0.7,1.25,0.87,2.22,3.28,1.65,1.48,1.88,1.99,2.84,1.76,2.14,2.64
g_1,1.09,0.99,1.06,1.77,1.03,0.69,2.16,1.79,3.87,2.57,2.31,3.26,2.43,2.19,2.27,2.39
c_0,1.35,1.22,1.04,1.24,0.77,0.8,2.14,2.37,1.95,3.41,3.76,2.18,2.92,2.71,2.08,2.73
b_0,1.14,1.17,1.35,1.28,0.84,0.61,1.97,2.32,1.93,2.35,3.48,2.26,2.94,3.69,2.44,2.97
f_0,1.05,1.1,1.27,1.25,1.1,0.86,2.43,2.35,2.22,2.44,2.47,3.65,3.19,2.21,3.92,2.76
h_0,1.12,1.51,1.09,1.38,0.83,0.72,1.71,1.93,2.26,2.33,2.34,2.4,2.44,1.94,2.15,3.54
a_0,1.26,1.16,1.17,1.32,1.13,0.54,1.95,2.47,1.97,2.4,2.22,2.17,2.77,3.66,2.1,2.63
e_0,0.96,1.35,1.31,1.11,1.09,0.89,2.49,1.99,2.15,2.18,2.28,2.33,3.52,2.07,3.87,2.99
g_0,1.02,1.25,1.12,1.61,1.0,0.85,1.91,1.85,1.65,2.42,2.29,2.99,3.56,1.87,2.59,2.46
