,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.14,5.6,11.12,10.63,10.67,11.71,3.1,1.9,2.22,2.7,2.22,2.89,1.57,1.82,2.54,12.22
f_1,10.12,1.14,9.96,10.0,8.66,9.5,2.22,2.1,2.05,3.9,2.08,10.24,1.04,2.23,1.88,1.93
d_1,16.63,12.07,1.14,12.45,11.41,11.64,3.59,7.52,2.02,1.99,2.18,2.02,1.77,1.92,1.04,2.19
c_1,11.13,14.04,15.69,1.14,15.73,12.72,3.71,1.4,10.93,3.57,2.99,2.2,1.66,3.43,1.77,1.86
b_1,14.69,14.15,18.9,8.95,1.15,15.61,4.12,3.46,4.23,5.56,10.12,2.52,2.73,3.13,2.19,3.2
a_1,22.33,20.27,21.6,24.6,12.54,1.15,4.82,5.54,4.59,7.5,5.75,4.56,2.8,,3.38,3.55
h_1,20.46,28.08,25.39,24.41,27.12,24.3,1.91,5.54,4.69,8.82,4.89,5.91,13.83,4.7,3.94,5.32
d_0,17.84,36.81,107.29,33.16,29.87,30.0,9.23,2.82,8.0,11.76,8.04,6.97,5.01,6.05,5.4,7.17
c_0,36.19,37.17,15.76,160.58,31.64,38.4,11.36,8.65,2.72,9.23,7.62,7.72,5.42,7.6,4.65,8.46
g_1,39.08,49.23,29.7,48.43,36.92,32.54,9.43,8.14,7.63,1.91,8.15,5.64,4.09,10.2,14.57,9.71
b_0,29.83,37.17,32.29,54.48,115.57,41.74,11.22,7.95,3.9,10.71,2.59,5.4,5.49,6.87,4.53,9.71
f_0,42.95,172.32,32.93,36.76,61.81,51.89,11.51,7.78,6.83,6.59,6.75,2.7,7.16,6.74,3.25,6.6
h_0,46.52,65.36,48.2,76.27,55.38,51.89,34.08,10.33,10.09,19.35,9.17,9.47,22.28,9.92,8.17,9.17
a_0,47.66,63.18,62.75,49.21,98.44,,19.69,14.72,9.24,27.27,5.87,10.68,12.53,2.86,8.38,15.0
g_0,63.03,88.16,53.65,59.82,69.95,61.94,15.02,15.04,11.71,,11.08,12.24,8.02,18.79,18.61,12.69
e_0,177.64,118.47,55.43,58.67,61.81,45.71,22.15,12.36,12.86,16.22,11.51,5.52,6.8,16.23,7.13,2.8
